"year","ccode1","wbcode","infl","pubdebt_gdp","sname","lpubdebtgdp","linfl","frt0425","dfrt0425","lfrt0425","spread","spread_pct","ltspreadus","newspread","newspreadl","dnewspread","ldnewspread","dpubdebtgdp","dinfl","lnewspreadl","yr1","yr2","yr3","yr4","yr5","yr6","yr7","yr8","yr9","yr10","yr11","yr12","yr13","yr14","yr15","yr16","yr17","yr18","yr19","yr20","yr21","yr22","lfrtxpub0425","lers","lpcgdpl","ldpcgdpl","advanced","advgrowth","us3mrate","ldfrt0425","ldpubdebtgdp","ldfrtxdpub0425","oecd","emu","pcgdp2005l","lpcgdp2005l","cgdpgrowth","ka_open","lka_open","lcgdpgrowth","s1name","dpcgdp2005l","dcgdpgrowth","dka_open","dfrtxdpub0425","country","iso2c","lower_95","lower_90","median","upper_90","upper_95","frt","lfrt","dfrt","ltratecov","dratecov","lltratecov","lnewspread","lfrtxdpub","lvix","loecdgrowth","doecdgrowth","dvix","_merge","dus3mrate","lus3mrate","dfrtxdpub","ldfrt","lfrtxlpub"
2002,160,"ARG",25.8700008392334,164.990005493164,"Argentina",53.6199989318848,-1.07000005245209,1.057000041008,0.0509999990463257,1.00600004196167,5779.669921875,57.7966995239258,,57.7966995239258,4.13990259170532,42.184398651123,8.93669986724854,111.370010375977,26.9400005340576,3.02588796615601,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53.941722869873,1,2.10798192024231,-0.0150480270385742,0,1.781489610672,1.60000002384186,0.0850000381469727,8,0.680000305175781,0,0,8.23161315917969,8.35641956329346,-10.8944902420044,0.162911057472229,0.162911057472229,-4.40883827209473,"Argentina",-0.12480640411377,-6.48565196990967,0,5.67987060546875,"Argentina","AR",0.601000010967255,0.649999976158142,1.08599996566772,1.62800002098083,1.83000004291534,1.08599996566772,1.01499998569489,0.0709999799728394,,,,15.6122999191284,113.040557861328,25.75,1.42099869251251,0.118964552879333,1.54000091552734,3,-1.79000008106232,3.39000010490417,7.90726852416992,0.0719999670982361,54.4242973327637
2003,160,"ARG",13.4399995803833,139.449996948242,"Argentina",164.990005493164,25.8700008392334,1.12999999523163,0.0729999542236328,1.057000041008,5454.830078125,54.5483016967773,,54.5483016967773,4.08678770065308,-3.24839782714844,42.184398651123,-25.5400085449219,-12.4300012588501,4.13990259170532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.394439697266,0.0548727624118328,2.11712551116943,0.00914359092712402,0,1.72199189662933,1.00999999046326,0.0509999990463257,111.370010375977,5.67987060546875,0,0,8.30722332000732,8.23161315917969,8.83704090118408,0.409076929092407,0.162911057472229,-10.8944902420044,"Argentina",0.0756101608276367,19.7315311431885,0.246165871620178,-1.86441946029663,"Argentina","AR",0.572000026702881,0.633000016212463,1.1599999666214,1.67499995231628,1.84300005435944,1.1599999666214,1.08599996566772,0.0740000009536743,,,,57.7966995239258,-27.7364482879639,27.2900009155273,1.53996324539185,0.494985342025757,-5.31000137329102,3,-0.590000033378601,1.60000002384186,-1.88996064662933,0.0709999799728394,179.179138183594
2004,160,"ARG",4.42000007629395,127.029998779297,"Argentina",139.449996948242,13.4399995803833,1.17400002479553,0.0440000295639038,1.12999999523163,5095.18017578125,50.9518013000488,,50.9518013000488,4.02449083328247,-3.59650039672852,-3.24839782714844,-12.4199981689453,-9.01999950408936,4.08678770065308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157.578491210938,0.219536483287811,2.12642073631287,0.00929522514343262,0,3.09608936309814,1.37000000476837,0.0729999542236328,-25.5400085449219,-1.86441946029663,0,0,8.38480091094971,8.30722332000732,9.02957534790039,0.409076929092407,0.409076929092407,8.83704090118408,"Argentina",0.0775775909423828,0.192534446716309,0,-0.546480298042297,"Argentina","AR",0.648999989032745,0.716000020503998,1.21700000762939,1.8309999704361,1.97500002384186,1.21700000762939,1.1599999666214,0.0570000410079956,,,,54.5483016967773,-14.4071969985962,21.9799995422363,2.0349485874176,1.08552694320679,-6.5,3,0.360000014305115,1.00999999046326,-0.707940399646759,0.0740000009536743,161.761993408203
2005,160,"ARG",9.64000034332275,87.120002746582,"Argentina",127.029998779297,4.42000007629395,1.22500002384186,0.0509999990463257,1.17400002479553,2586.19995117188,25.8619995117188,,25.8619995117188,3.42952561378479,-25.0898017883301,-3.59650039672852,-39.9099960327148,5.22000026702881,4.02449083328247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149.133224487305,0.394310295581818,2.13579893112183,0.00937819480895996,0,2.59055256843567,3.15000009536743,0.0440000295639038,-12.4199981689453,-0.546480298042297,0,0,8.46380615234375,8.38480091094971,9.17895126342773,0.409076929092407,0.409076929092407,9.02957534790039,"Argentina",0.079005241394043,0.149375915527344,0,-2.03540968894958,"Argentina","AR",0.657999992370605,0.754999995231628,1.26999998092651,1.91299998760223,2.03099989891052,1.26999998092651,1.21700000762939,0.0529999732971191,,,,50.9518013000488,-48.5704650878906,15.4799995422363,3.12047553062439,-0.510336875915527,-2.66999912261963,3,1.78000009059906,1.37000000476837,-2.1152286529541,0.0570000410079956,154.595504760742
2006,160,"ARG",10.8999996185303,76.4400024414062,"Argentina",87.120002746582,9.64000034332275,1.2940000295639,0.0690000057220459,1.22500002384186,342.829986572266,3.42829990386963,,3.42829990386963,2.13159513473511,-22.4337005615234,-25.0898017883301,-10.6800003051758,1.25999927520752,3.42952561378479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.722007751465,0.398559004068375,2.14432621002197,0.00852727890014648,0,3.3396315574646,4.73000001907349,0.0509999990463257,-39.9099960327148,-2.03540968894958,0,0,8.53628730773926,8.46380615234375,8.4660587310791,0.246165841817856,0.409076929092407,9.17895126342773,"Argentina",0.0724811553955078,-0.712892532348633,-0.162911087274551,-0.736920058727264,"Argentina","AR",0.694000005722046,0.781000018119812,1.33299994468689,2.02999997138977,2.19300007820129,1.33299994468689,1.26999998092651,0.062999963760376,,,,25.8619995117188,-13.5636005401611,12.8100004196167,2.61013865470886,0.269256591796875,0,3,1.57999992370605,3.15000009536743,-0.672839641571045,0.0529999732971191,110.642402648926
2007,160,"ARG",8.82999992370605,67.3899993896484,"Argentina",76.4400024414062,10.8999996185303,1.3400000333786,0.0460000038146973,1.2940000295639,319.859985351562,3.19859981536865,,3.19859981536865,2.10396337509155,-0.229700088500977,-22.4337005615234,-9.05000305175781,-2.06999969482422,2.13159513473511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.9133682250977,0.579928874969482,,,0,3.34175491333008,4.34999990463257,0.0690000057220459,-10.6800003051758,-0.736920058727264,0,0,,8.53628730773926,,0.246165841817856,0.246165841817856,8.4660587310791,"Argentina",,,0,-0.416300177574158,"Argentina","AR",0.737999975681305,0.796999990940094,1.37600004673004,2.12199997901917,2.32299995422363,1.37600004673004,1.33299994468689,0.0430001020431519,,,,3.42829990386963,-12.0636539459229,12.8100004196167,2.87939524650574,-0.29223895072937,4.73000049591064,3,-0.380000114440918,4.73000001907349,-0.389151066541672,0.062999963760376,101.894515991211
2008,160,"ARG",8.59000015258789,58.5099983215332,"Argentina",67.3899993896484,8.82999992370605,1.38699996471405,0.0469999313354492,1.3400000333786,858.359985351562,8.58360004425049,,8.58360004425049,2.60886311531067,5.38500022888184,-0.229700088500977,-8.88000106811523,-0.239999771118164,2.10396337509155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.302604675293,0.614921092987061,,,0,0.399340510368347,1.37000000476837,0.0460000038146973,-9.05000305175781,-0.416300177574158,0,0,,,,0.246165841817856,0.246165841817856,,"Argentina",,,0,-0.417359441518784,"Argentina","AR",0.702000021934509,0.782999992370605,1.41400003433228,2.16899991035461,2.40199995040894,1.41400003433228,1.37600004673004,0.0379999876022339,,,,3.19859981536865,-12.2188816070557,17.5400009155273,2.58715629577637,-2.48360157012939,15.1499977111816,3,-2.98000001907349,4.34999990463257,-0.337439924478531,0.0430001020431519,92.728645324707
2009,160,"ARG",6.26999998092651,58.7000007629395,"Argentina",58.5099983215332,8.59000015258789,1.40699994564056,0.0199999809265137,1.38699996471405,1197.97998046875,11.9798002243042,,11.9798002243042,2.83202433586121,3.39620018005371,5.38500022888184,0.19000244140625,-2.32000017166138,2.60886311531067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.1533660888672,0.267615675926208,,,0,-3.37613487243652,0.150000005960464,0.0469999313354492,-8.88000106811523,-0.417359441518784,0,0,,,,0.246165841817856,0.246165841817856,,"",,,0,0.00380004523321986,"Argentina","AR",0.74099999666214,0.783999979496002,1.43400001525879,2.2260000705719,2.52900004386902,1.43400001525879,1.41400003433228,0.0199999809265137,,,,8.58360004425049,0.268663465976715,32.689998626709,0.103554643690586,-3.6426637172699,-1.20999908447266,3,-1.22000002861023,1.37000000476837,0.00380004523321986,0.0379999876022339,82.7331390380859
2010,160,"ARG",10.460000038147,49.1800003051758,"Argentina",58.7000007629395,6.26999998092651,1.40600001811981,-0.000999927520751953,1.40699994564056,689.650024414062,6.89650011062622,,6.89650011062622,2.4762442111969,-5.08330011367798,3.39620018005371,-9.52000045776367,4.19000005722046,2.83202433586121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.5908966064453,0.42346453666687,,,0,2.01115918159485,0.140000000596046,0.0199999809265137,0.19000244140625,0.00380004523321986,0,0,,,,0.246165841817856,0.246165841817856,,"",,,0,0.00951931066811085,"Argentina","AR",0.707000017166138,0.765999972820282,1.44099998474121,2.25099992752075,2.52800011634827,1.44099998474121,1.43400001525879,0.00699996948242188,,,,11.9798002243042,-13.6516809463501,31.4799995422363,-3.53910899162292,6.29347896575928,-8.93000030517578,3,-0.010000005364418,0.150000005960464,-0.0666397139430046,0.0199999809265137,84.1758041381836
2011,160,"ARG",9.77999973297119,44.939998626709,"Argentina",49.1800003051758,10.460000038147,1.37000000476837,-0.0360000133514404,1.40600001811981,686.590026855469,6.86590003967285,,6.86590003967285,2.47366881370544,-0.0306000709533691,-5.08330011367798,-4.2400016784668,-0.680000305175781,2.4762442111969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.1470794677734,0.647742748260498,,,0,1.23400449752808,0.0500000007450581,-0.000999927520751953,-9.52000045776367,0.00951931066811085,0,0,,,,0.246165841817856,0.246165841817856,,"",,,0,0.152640119194984,"Argentina","AR",0.626999974250793,0.711000025272369,1.42700004577637,2.25099992752075,2.5090000629425,1.42700004577637,1.44099998474121,-0.0139999389648438,,,,6.89650011062622,-6.10984230041504,22.5499992370605,2.75436973571777,-1.1677919626236,1.65000152587891,3,-0.0900000035762787,0.140000000596046,0.0593597665429115,0.00699996948242188,70.8683776855469
1990,200,"GBR",6.96999979019165,38.4099998474121,"United Kingdom",42.7999992370605,,-0.328000009059906,,,,,3.25,3.25,2.11021327972412,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.312547236680984,2.32046890258789,,1,2.64712333679199,7.48999977111816,,,,1,0,10.1804456710815,,-1.55110776424408,1,1,,"United Kingdom",,,,,"United Kingdom","GB",-0.40200001001358,-0.40200001001358,-0.340999990701675,-0.237000003457069,-0.209000006318092,-0.340999990701675,,,5.11771869659424,,,,,,3.91646099090576,-0.891098737716675,,3,,,,,
1991,200,"GBR",7.53000020980835,38.0200004577637,"United Kingdom",38.4099998474121,6.96999979019165,-0.331000000238419,-0.00299999117851257,-0.328000009059906,,,2.24999952316284,2.24999952316284,1.98100137710571,-1.00000047683716,,-0.389999389648438,0.560000419616699,2.11021327972412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5984802246094,0.331094741821289,2.31840062141418,-0.00206828117370605,1,1.37450575828552,5.38000011444092,,,,1,0,10.1594114303589,10.1804456710815,-1.77817237377167,1,1,-1.55110776424408,"United Kingdom",-0.0210342407226562,-0.227064609527588,0,0.00116999470628798,"United Kingdom","GB",-0.40599998831749,-0.405000001192093,-0.342000007629395,-0.24099999666214,-0.212999999523163,-0.342000007629395,-0.340999990701675,-0.00100001692771912,3.38826990127563,-1.7294487953186,5.11771869659424,3.25,0.132989794015884,23.0599994659424,3.02536225318909,-1.78374373912811,-4.68999862670898,3,-2.10999965667725,7.48999977111816,0.000390005996450782,,-13.0978097915649
1992,200,"GBR",4.26000022888184,39.5499992370605,"United Kingdom",38.0200004577637,7.53000020980835,-0.330000013113022,0.000999987125396729,-0.331000000238419,,,2.05000019073486,2.05000019073486,1.95302760601044,-0.199999332427979,-1.00000047683716,1.52999877929688,-3.26999998092651,1.98100137710571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.584620475769,0.493850827217102,2.31897473335266,0.000574111938476562,1,1.13772594928741,3.4300000667572,-0.00299999117851257,-0.389999389648438,0.00116999470628798,1,0,10.165246963501,10.1594114303589,0.857632100582123,1,1,-1.77817237377167,"United Kingdom",0.00583553314208984,2.63580441474915,0,0.00152997905388474,"United Kingdom","GB",-0.40200001001358,-0.400000005960464,-0.340999990701675,-0.236000001430511,-0.209000006318092,-0.340999990701675,-0.342000007629395,0.00100001692771912,5.06455373764038,1.67628383636475,3.38826990127563,2.24999952316284,-0.523259580135345,18.3700008392334,1.24161851406097,0.805625557899475,-2.92000102996826,3,-1.95000004768372,5.38000011444092,0.0015300246886909,-0.00100001692771912,-13.0028400421143
1993,200,"GBR",2.50999999046326,43.4500007629395,"United Kingdom",39.5499992370605,4.26000022888184,-0.331000000238419,-0.000999987125396729,-0.330000013113022,,,1.6100001335144,1.6100001335144,1.88858366012573,-0.440000057220459,-0.199999332427979,3.90000152587891,-1.75000023841858,1.95302760601044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0515003204346,0.224308773875237,2.32172989845276,0.00275516510009766,1,0.748088300228119,3,0.000999987125396729,1.52999877929688,0.00152997905388474,1,0,10.1932916641235,10.165246963501,3.09100604057312,1,1,0.857632100582123,"United Kingdom",0.0280447006225586,2.23337388038635,0,-0.00389995123259723,"United Kingdom","GB",-0.397000014781952,-0.397000014781952,-0.342999994754791,-0.233999997377396,-0.206000000238419,-0.342999994754791,-0.340999990701675,-0.00200000405311584,8.17348957061768,3.10893583297729,5.06455373764038,2.05000019073486,-1.32990050315857,15.4499998092651,2.04724407196045,-0.756426692008972,-2.76000022888184,3,-0.430000066757202,3.4300000667572,-0.00780001888051629,0.00100001692771912,-13.4865493774414
1994,200,"GBR",1.98000001907349,50.6599998474121,"United Kingdom",43.4500007629395,2.50999999046326,-0.331000000238419,0,-0.331000000238419,,,1.03999996185303,1.03999996185303,1.79840397834778,-0.570000171661377,-0.440000057220459,7.20999908447266,-0.529999971389771,1.88858366012573,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.381950378418,0.311239093542099,2.32586145401001,0.00413155555725098,1,3.32787466049194,4.25,-0.000999987125396729,3.90000152587891,-0.00389995123259723,1,0,10.2354946136475,10.1932916641235,4.57650995254517,1,1,3.09100604057312,"United Kingdom",0.0422029495239258,1.48550391197205,0,0,"United Kingdom","GB",-0.400000005960464,-0.398999989032745,-0.34400001168251,-0.238000005483627,-0.211999997496605,-0.34400001168251,-0.342999994754791,-0.00100001692771912,10.3633556365967,2.189866065979,8.17348957061768,1.6100001335144,-2.47302961349487,12.6899995803833,1.29081737995148,1.91920053958893,1.24000072479248,3,1.25,3,-0.0072101210244,-0.00200000405311584,-14.9033498764038
1995,200,"GBR",2.66000008583069,54.6300010681152,"United Kingdom",50.6599998474121,1.98000001907349,-0.326999992132187,0.00400000810623169,-0.331000000238419,,,1.61999988555908,1.61999988555908,1.89009535312653,0.579999923706055,-0.570000171661377,3.97000122070312,0.680000066757202,1.79840397834778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.7684593200684,0.411208659410477,2.32865715026855,0.00279569625854492,1,3.10880708694458,5.48999977111816,0,7.20999908447266,0,1,0,10.2641487121582,10.2354946136475,3.17940664291382,1,1,4.57650995254517,"United Kingdom",0.0286540985107422,-1.39710330963135,0,0.015880037099123,"United Kingdom","GB",-0.400000005960464,-0.400000005960464,-0.342000007629395,-0.238999992609024,-0.209999993443489,-0.342000007629395,-0.34400001168251,0.00200000405311584,4.46322727203369,-5.90012836456299,10.3633556365967,1.03999996185303,-1.3656804561615,13.9300003051758,3.21001791954041,-0.426798105239868,-1.53999996185303,3,1.23999977111816,4.25,0.0079400185495615,-0.00100001692771912,-17.4270401000977
1996,200,"GBR",2.48000001907349,57.1599998474121,"United Kingdom",54.6300010681152,2.66000008583069,-0.323000013828278,0.0039999783039093,-0.326999992132187,,,1.36999988555908,1.36999988555908,1.85159945487976,-0.25,0.579999923706055,2.52999877929688,-0.180000066757202,1.89009535312653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.8640098571777,0.356206148862839,2.33139252662659,0.00273537635803223,1,2.62135052680969,5.01000022888184,0.00400000810623169,3.97000122070312,0.015880037099123,1,0,10.2922630310059,10.2641487121582,3.11357545852661,1,1,3.17940664291382,"United Kingdom",0.0281143188476562,-0.065831184387207,0,0.0101199401542544,"United Kingdom","GB",-0.398000001907349,-0.398999989032745,-0.337000012397766,-0.234999999403954,-0.206000000238419,-0.337000012397766,-0.342000007629395,0.00499999523162842,2.95823860168457,-1.50498867034912,4.46322727203369,1.61999988555908,-0.86525958776474,12.3900003433228,2.78321981430054,0.120951652526855,4.05000019073486,3,-0.479999542236328,5.48999977111816,0.0126499822363257,0.00200000405311584,-18.6834602355957
1997,200,"GBR",1.77999997138977,57.9000015258789,"United Kingdom",57.1599998474121,2.48000001907349,-0.316000014543533,0.00699999928474426,-0.323000013828278,,,0.700000286102295,0.700000286102295,1.74046623706818,-0.669999599456787,-0.25,0.740001678466797,-0.700000047683716,1.85159945487976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.4626808166504,0.330719709396362,2.33481645584106,0.00342392921447754,1,3.36216759681702,5.05999994277954,0.0039999783039093,2.52999877929688,0.0101199401542544,1,0,10.3275632858276,10.2922630310059,3.86021018028259,1,1,3.11357545852661,"United Kingdom",0.0353002548217773,0.746634721755981,0,0.00518001103773713,"United Kingdom","GB",-0.389999985694885,-0.389999985694885,-0.326999992132187,-0.224999994039536,-0.195999994874001,-0.326999992132187,-0.337000012397766,0.0100000202655792,5.74638319015503,2.78814458847046,2.95823860168457,1.36999988555908,-0.249380573630333,16.4400005340576,2.90417146682739,0.534695386886597,5.92000007629395,3,0.0499997138977051,5.01000022888184,0.00740003166720271,0.00499999523162842,-19.2629203796387
1998,200,"GBR",1.5900000333786,54.6500015258789,"United Kingdom",57.9000015258789,1.77999997138977,-0.305999994277954,0.0100000202655792,-0.316000014543533,,,0.289999961853027,0.289999961853027,1.6658182144165,-0.410000324249268,-0.669999599456787,-3.25,-0.189999938011169,1.74046623706818,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.2964019775391,0.276385396718979,2.33787417411804,0.00305771827697754,1,3.08352494239807,4.78000020980835,0.00699999928474426,0.740001678466797,0.00518001103773713,1,0,10.3591918945312,10.3275632858276,3.51466393470764,1,1,3.86021018028259,"United Kingdom",0.0316286087036133,-0.345546245574951,0,-0.0325000658631325,"United Kingdom","GB",-0.38400000333786,-0.379999995231628,-0.312000006437302,-0.206000000238419,-0.181999996304512,-0.312000006437302,-0.326999992132187,0.0149999856948853,9.31376457214355,3.56738138198853,5.74638319015503,0.700000286102295,1.06274998188019,22.3600006103516,3.43886685371399,-0.819497346878052,3.23999977111816,3,-0.279999732971191,5.05999994277954,-0.0487499535083771,0.0100000202655792,-18.9333000183105
1999,200,"GBR",1.3400000333786,52.0299987792969,"United Kingdom",54.6500015258789,1.5900000333786,-0.291999995708466,0.0139999985694885,-0.305999994277954,,,-0.549999713897705,-0.549999713897705,1.49290418624878,-0.839999675750732,-0.410000324249268,-2.62000274658203,-0.25,1.6658182144165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-16.722900390625,0.273956209421158,2.34055829048157,0.00268411636352539,1,3.35469174385071,4.6399998664856,0.0100000202655792,-3.25,-0.0325000658631325,1,0,10.3870344161987,10.3591918945312,3.16673254966736,1,1,3.51466393470764,"United Kingdom",0.0278425216674805,-0.347931385040283,0,-0.0366800352931023,"United Kingdom","GB",-0.377000004053116,-0.372999995946884,-0.296000003814697,-0.19200000166893,-0.163000002503395,-0.296000003814697,-0.312000006437302,0.0160000026226044,10.0210771560669,0.70731258392334,9.31376457214355,0.289999961853027,0.817440867424011,25.6000003814697,2.61936950683594,0.808769941329956,-1.22999954223633,3,-0.140000343322754,4.78000020980835,-0.0419200509786606,0.0149999856948853,-17.0508003234863
2000,200,"GBR",0.790000021457672,50.3499984741211,"United Kingdom",52.0299987792969,1.3400000333786,-0.284999996423721,0.00699999928474426,-0.291999995708466,,,-0.700000286102295,-0.700000286102295,1.45861494541168,-0.15000057220459,-0.839999675750732,-1.68000030517578,-0.550000011920929,1.49290418624878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-15.192759513855,0.471078634262085,2.34420132637024,0.00364303588867188,1,4.12122297286987,5.82000017166138,0.0139999985694885,-2.62000274658203,-0.0366800352931023,1,0,10.4249439239502,10.3870344161987,4.23546123504639,1,1,3.16673254966736,"United Kingdom",0.0379095077514648,1.06872868537903,0,-0.0117600010707974,"United Kingdom","GB",-0.372999995946884,-0.367000013589859,-0.291000008583069,-0.180000007152557,-0.153999999165535,-0.291000008583069,-0.296000003814697,0.00499999523162842,4.3983588218689,-5.622718334198,10.0210771560669,-0.549999713897705,0.497280091047287,24.3700008392334,3.42813944816589,0.480717182159424,-1.05000114440918,3,1.18000030517578,4.6399998664856,-0.00839999318122864,0.0160000026226044,-15.4008798599243
