"","country","iso2c","year","FRT_PropReport"
"57","Andorra","AD",1998,0
"58","Andorra","AD",1999,0
"59","Andorra","AD",2000,0
"60","Andorra","AD",2001,0
"61","Andorra","AD",2002,0
"62","Andorra","AD",2003,0
"63","Andorra","AD",2004,0
"64","Andorra","AD",2005,0
"65","Andorra","AD",2006,0
"66","Andorra","AD",2007,0
"67","Andorra","AD",2008,0
"68","Andorra","AD",2009,0
"69","Andorra","AD",2010,0
"70","Andorra","AD",2011,0
"197","Aruba","AW",1998,0.523809523809524
"198","Aruba","AW",1999,0.523809523809524
"199","Aruba","AW",2000,0.523809523809524
"200","Aruba","AW",2001,0.523809523809524
"201","Aruba","AW",2002,0.523809523809524
"202","Aruba","AW",2003,0.523809523809524
"203","Aruba","AW",2004,0.523809523809524
"204","Aruba","AW",2005,0.523809523809524
"205","Aruba","AW",2006,0.523809523809524
"206","Aruba","AW",2007,0.523809523809524
"207","Aruba","AW",2008,0.523809523809524
"208","Aruba","AW",2009,0.523809523809524
"209","Aruba","AW",2010,0.523809523809524
"210","Aruba","AW",2011,0.19047619047619
"183","Australia","AU",1998,0.904761904761905
"184","Australia","AU",1999,0.904761904761905
"185","Australia","AU",2000,0.952380952380952
"186","Australia","AU",2001,0.952380952380952
"187","Australia","AU",2002,0.952380952380952
"188","Australia","AU",2003,0.952380952380952
"189","Australia","AU",2004,0.952380952380952
"190","Australia","AU",2005,0.952380952380952
"191","Australia","AU",2006,0.952380952380952
"192","Australia","AU",2007,0.952380952380952
"193","Australia","AU",2008,1
"194","Australia","AU",2009,1
"195","Australia","AU",2010,0.952380952380952
"196","Australia","AU",2011,0.857142857142857
"169","Austria","AT",1998,0.19047619047619
"170","Austria","AT",1999,0.523809523809524
"171","Austria","AT",2000,0.857142857142857
"172","Austria","AT",2001,0.857142857142857
"173","Austria","AT",2002,0.904761904761905
"174","Austria","AT",2003,0.904761904761905
"175","Austria","AT",2004,0.904761904761905
"176","Austria","AT",2005,0.904761904761905
"177","Austria","AT",2006,0.904761904761905
"178","Austria","AT",2007,0.904761904761905
"179","Austria","AT",2008,0.904761904761905
"180","Austria","AT",2009,0.904761904761905
"181","Austria","AT",2010,0.857142857142857
"182","Austria","AT",2011,0.80952380952381
"407","Bahamas, The","BS",1998,0.666666666666667
"408","Bahamas, The","BS",1999,0.666666666666667
"409","Bahamas, The","BS",2000,0.666666666666667
"410","Bahamas, The","BS",2001,0.666666666666667
"411","Bahamas, The","BS",2002,0.666666666666667
"412","Bahamas, The","BS",2003,0.666666666666667
"413","Bahamas, The","BS",2004,0.714285714285714
"414","Bahamas, The","BS",2005,0.666666666666667
"415","Bahamas, The","BS",2006,0.714285714285714
"416","Bahamas, The","BS",2007,0.714285714285714
"417","Bahamas, The","BS",2008,0.714285714285714
"418","Bahamas, The","BS",2009,0.666666666666667
"419","Bahamas, The","BS",2010,0.666666666666667
"420","Bahamas, The","BS",2011,0.666666666666667
"309","Bahrain","BH",1998,0.666666666666667
"310","Bahrain","BH",1999,0.666666666666667
"311","Bahrain","BH",2000,0.714285714285714
"312","Bahrain","BH",2001,0.333333333333333
"313","Bahrain","BH",2002,0.333333333333333
"314","Bahrain","BH",2003,0.333333333333333
"315","Bahrain","BH",2004,0.333333333333333
"316","Bahrain","BH",2005,0.666666666666667
"317","Bahrain","BH",2006,0.571428571428571
"318","Bahrain","BH",2007,0.523809523809524
"319","Bahrain","BH",2008,0.619047619047619
"320","Bahrain","BH",2009,0.666666666666667
"321","Bahrain","BH",2010,0.619047619047619
"322","Bahrain","BH",2011,0.238095238095238
"239","Barbados","BB",1998,0.619047619047619
"240","Barbados","BB",1999,0.619047619047619
"241","Barbados","BB",2000,0.619047619047619
"242","Barbados","BB",2001,0.619047619047619
"243","Barbados","BB",2002,0.666666666666667
"244","Barbados","BB",2003,0.666666666666667
"245","Barbados","BB",2004,0.666666666666667
"246","Barbados","BB",2005,0.666666666666667
"247","Barbados","BB",2006,0.666666666666667
"248","Barbados","BB",2007,0.619047619047619
"249","Barbados","BB",2008,0.619047619047619
"250","Barbados","BB",2009,0.619047619047619
"251","Barbados","BB",2010,0.0952380952380952
"252","Barbados","BB",2011,0.0952380952380952
"267","Belgium","BE",1998,0.285714285714286
"268","Belgium","BE",1999,0.571428571428571
"269","Belgium","BE",2000,0.952380952380952
"270","Belgium","BE",2001,0.952380952380952
"271","Belgium","BE",2002,0.952380952380952
"272","Belgium","BE",2003,0.952380952380952
"273","Belgium","BE",2004,0.904761904761905
"274","Belgium","BE",2005,0.904761904761905
"275","Belgium","BE",2006,0.904761904761905
"276","Belgium","BE",2007,0.904761904761905
"277","Belgium","BE",2008,0.904761904761905
"278","Belgium","BE",2009,0.904761904761905
"279","Belgium","BE",2010,0.904761904761905
"280","Belgium","BE",2011,0.857142857142857
"351","Bermuda","BM",1998,0
"352","Bermuda","BM",1999,0
"353","Bermuda","BM",2000,0
"354","Bermuda","BM",2001,0
"355","Bermuda","BM",2002,0
"356","Bermuda","BM",2003,0
"357","Bermuda","BM",2004,0
"358","Bermuda","BM",2005,0
"359","Bermuda","BM",2006,0
"360","Bermuda","BM",2007,0
"361","Bermuda","BM",2008,0
"362","Bermuda","BM",2009,0
"363","Bermuda","BM",2010,0
"364","Bermuda","BM",2011,0
"365","Brunei Darussalam","BN",1998,0
"366","Brunei Darussalam","BN",1999,0.19047619047619
"367","Brunei Darussalam","BN",2000,0.238095238095238
"368","Brunei Darussalam","BN",2001,0.571428571428571
"369","Brunei Darussalam","BN",2002,0.571428571428571
"370","Brunei Darussalam","BN",2003,0.571428571428571
"371","Brunei Darussalam","BN",2004,0.666666666666667
"372","Brunei Darussalam","BN",2005,0.666666666666667
"373","Brunei Darussalam","BN",2006,0.666666666666667
"374","Brunei Darussalam","BN",2007,0.714285714285714
"375","Brunei Darussalam","BN",2008,0.714285714285714
"376","Brunei Darussalam","BN",2009,0.714285714285714
"377","Brunei Darussalam","BN",2010,0.666666666666667
"378","Brunei Darussalam","BN",2011,0.666666666666667
"477","Canada","CA",1998,0.952380952380952
"478","Canada","CA",1999,0.952380952380952
"479","Canada","CA",2000,1
"480","Canada","CA",2001,0.952380952380952
"481","Canada","CA",2002,0.952380952380952
"482","Canada","CA",2003,0.952380952380952
"483","Canada","CA",2004,0.952380952380952
"484","Canada","CA",2005,0.952380952380952
"485","Canada","CA",2006,0.952380952380952
"486","Canada","CA",2007,0.952380952380952
"487","Canada","CA",2008,0.952380952380952
"488","Canada","CA",2009,0.428571428571429
"489","Canada","CA",2010,0.428571428571429
"490","Canada","CA",2011,0.333333333333333
"1485","Cayman Islands","KY",1998,0
"1486","Cayman Islands","KY",1999,0
"1487","Cayman Islands","KY",2000,0
"1488","Cayman Islands","KY",2001,0
"1489","Cayman Islands","KY",2002,0
"1490","Cayman Islands","KY",2003,0
"1491","Cayman Islands","KY",2004,0
"1492","Cayman Islands","KY",2005,0
"1493","Cayman Islands","KY",2006,0
"1494","Cayman Islands","KY",2007,0
"1495","Cayman Islands","KY",2008,0
"1496","Cayman Islands","KY",2009,0
"1497","Cayman Islands","KY",2010,0
"1498","Cayman Islands","KY",2011,0
"1135","Croatia","HR",1998,0.80952380952381
"1136","Croatia","HR",1999,0.80952380952381
"1137","Croatia","HR",2000,0.904761904761905
"1138","Croatia","HR",2001,0.904761904761905
"1139","Croatia","HR",2002,0.952380952380952
"1140","Croatia","HR",2003,0.952380952380952
"1141","Croatia","HR",2004,0.952380952380952
"1142","Croatia","HR",2005,0.952380952380952
"1143","Croatia","HR",2006,0.952380952380952
"1144","Croatia","HR",2007,0.952380952380952
"1145","Croatia","HR",2008,0.952380952380952
"1146","Croatia","HR",2009,0.952380952380952
"1147","Croatia","HR",2010,0.952380952380952
"1148","Croatia","HR",2011,0.952380952380952
"659","Curacao","CW",1998,0
"660","Curacao","CW",1999,0
"661","Curacao","CW",2000,0
"662","Curacao","CW",2001,0
"663","Curacao","CW",2002,0
"664","Curacao","CW",2003,0
"665","Curacao","CW",2004,0
"666","Curacao","CW",2005,0
"667","Curacao","CW",2006,0
"668","Curacao","CW",2007,0
"669","Curacao","CW",2008,0
"670","Curacao","CW",2009,0
"671","Curacao","CW",2010,0
"672","Curacao","CW",2011,0
"673","Cyprus","CY",1998,0.666666666666667
"674","Cyprus","CY",1999,0.666666666666667
"675","Cyprus","CY",2000,0.666666666666667
"676","Cyprus","CY",2001,0.666666666666667
"677","Cyprus","CY",2002,0.666666666666667
"678","Cyprus","CY",2003,0.666666666666667
"679","Cyprus","CY",2004,0.666666666666667
"680","Cyprus","CY",2005,0.666666666666667
"681","Cyprus","CY",2006,0.666666666666667
"682","Cyprus","CY",2007,0.714285714285714
"683","Cyprus","CY",2008,0.80952380952381
"684","Cyprus","CY",2009,0.80952380952381
"685","Cyprus","CY",2010,0.761904761904762
"686","Cyprus","CY",2011,0.761904761904762
"687","Czech Republic","CZ",1998,0.80952380952381
"688","Czech Republic","CZ",1999,0.857142857142857
"689","Czech Republic","CZ",2000,0.904761904761905
"690","Czech Republic","CZ",2001,0.904761904761905
"691","Czech Republic","CZ",2002,0.952380952380952
"692","Czech Republic","CZ",2003,0.952380952380952
"693","Czech Republic","CZ",2004,0.952380952380952
"694","Czech Republic","CZ",2005,0.952380952380952
"695","Czech Republic","CZ",2006,0.952380952380952
"696","Czech Republic","CZ",2007,0.952380952380952
"697","Czech Republic","CZ",2008,0.952380952380952
"698","Czech Republic","CZ",2009,0.666666666666667
"699","Czech Republic","CZ",2010,0.666666666666667
"700","Czech Republic","CZ",2011,0.666666666666667
"729","Denmark","DK",1998,0.80952380952381
