"country","iso2c","quarter","bond_yld_datastream","bond_yld_datastream_details"
"Canada","CA",1974.1,7.89,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1974.2,9.06,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1974.3,9.71,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1974.4,8.95,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1975.1,8.31,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1975.2,8.88,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1975.3,9.48,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1975.4,9.47,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1976.1,9.32,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1976.2,9.34,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1976.3,9.26,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1976.4,8.79,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1977.1,8.66,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1977.2,8.78,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1977.3,8.63,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1977.4,8.74,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1978.1,9.13,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1978.2,9.23,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1978.3,9.16,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1978.4,9.57,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1979.1,9.9,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1979.2,9.69,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1979.3,10.12,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1979.4,11.14,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1980.1,12.83,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1980.2,11.57,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1980.3,12.57,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1980.4,12.97,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1981.1,13.27,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1981.2,15.02,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1981.3,17.17,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1981.4,15.42,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1982.1,15.34,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1982.2,15.17,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1982.3,14.35,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1982.4,12.17,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1983.1,11.93,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1983.2,11.35,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1983.3,12.04,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1983.4,11.85,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1984.1,12.46,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1984.2,13.68,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1984.3,12.98,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1984.4,11.88,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1985.1,11.87,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1985.2,11.05,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1985.3,10.89,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1985.4,10.37,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1986.1,10,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1986.2,9.42,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1986.3,9.32,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1986.4,9.34,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1987.1,9.01,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1987.2,9.84,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1987.3,10.6,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1987.4,10.35,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1988.1,9.83,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1988.2,10.29,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1988.3,10.51,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1988.4,10.27,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1989.1,10.41,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1989.2,9.88,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1989.3,9.72,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1989.4,9.68,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1990.1,10.53,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1990.2,11.04,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1990.3,11.05,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1990.4,10.79,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1991.1,10,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1991.2,10.06,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1991.3,9.91,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1991.4,9.09,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1992.1,9.06,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1992.2,9.18,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1992.3,8.31,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1992.4,8.51,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1993.1,8.38,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1993.2,8.12,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1993.3,7.58,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1993.4,7.31,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1994.1,7.48,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1994.2,8.67,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1994.3,9.14,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1994.4,9.23,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1995.1,8.99,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1995.2,8.19,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1995.3,8.28,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1995.4,7.66,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1996.1,7.71,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1996.2,7.99,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1996.3,7.65,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1996.4,6.67,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1997.1,6.94,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1997.2,6.8,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1997.3,6.16,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1997.4,5.79,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1998.1,5.6,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1998.2,5.53,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1998.3,5.5,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1998.4,5.23,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1999.1,5.23,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1999.2,5.5,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1999.3,5.78,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",1999.4,6.25,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2000.1,6.1,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2000.2,5.96,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2000.3,5.82,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2000.4,5.67,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2001.1,5.69,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2001.2,6,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2001.3,5.86,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2001.4,5.58,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2002.1,5.8,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2002.2,5.79,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2002.3,5.54,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2002.4,5.51,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2003.1,5.45,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2003.2,5.11,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2003.3,5.31,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2003.4,5.24,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2004.1,5.02,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2004.2,5.25,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2004.3,5.15,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2004.4,4.9,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2005.1,4.72,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2005.2,4.41,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2005.3,4.21,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2005.4,4.21,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2006.1,4.22,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2006.2,4.6,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2006.3,4.25,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2006.4,4.13,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2007.1,4.18,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2007.2,4.41,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2007.3,4.49,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2007.4,4.26,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2008.1,4.07,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2008.2,4.05,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2008.3,4.11,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2008.4,3.92,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2009.1,3.69,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2009.2,3.93,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2009.3,3.98,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2009.4,3.97,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2010.1,3.96,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2010.2,3.72,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2010.3,3.45,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2010.4,3.5,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2011.1,3.69,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2011.2,3.52,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2011.3,3.01,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2011.4,2.65,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2012.1,2.53,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2012.2,2.33,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2012.3,2.22,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2012.4,2.25,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2013.1,2.4,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2013.2,2.52,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2013.3,2.96,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2013.4,2.99,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2014.1,2.81,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2014.2,2.69,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2014.3,2.55,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2014.4,2.35,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2015.1,1.77,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2015.2,2.13,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Canada","CA",2015.3,NA,"CN GOVERNMENT BOND YIELD - OVER 10 YEARS (EP)"
"Switzerland","CH",1950.1,2.6,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1950.2,2.57,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1950.3,2.67,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1950.4,2.85,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1951.1,2.87,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1951.2,2.99,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1951.3,2.97,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1951.4,2.99,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1952.1,2.82,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1952.2,2.88,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1952.3,2.85,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1952.4,2.81,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1953.1,2.61,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1953.2,2.54,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1953.3,2.51,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1953.4,2.5,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1954.1,2.48,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1954.2,2.65,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1954.3,2.65,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1954.4,2.72,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1955.1,2.76,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1955.2,2.97,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1955.3,3.11,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1955.4,3.09,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1956.1,2.94,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1956.2,3.13,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1956.3,3.21,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1956.4,3.22,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1957.1,3.32,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1957.2,3.71,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1957.3,3.86,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1957.4,3.78,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1958.1,3.41,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1958.2,3.16,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1958.3,3.03,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1958.4,3.01,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1959.1,2.91,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1959.2,3.06,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1959.3,3.12,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1959.4,3.21,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1960.1,3.28,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1960.2,3.08,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1960.3,2.97,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1960.4,3.04,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1961.1,2.89,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1961.2,2.88,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1961.3,3.07,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1961.4,2.99,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1962.1,3.02,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1962.2,3.22,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1962.3,3.15,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1962.4,3.12,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1963.1,3.12,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1963.2,3.13,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1963.3,3.27,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1963.4,3.47,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1964.1,3.78,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1964.2,3.98,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1964.3,4.05,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1964.4,4.08,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1965.1,3.96,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1965.2,3.92,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1965.3,3.93,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1965.4,3.97,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1966.1,3.98,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1966.2,4.02,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1966.3,4.22,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1966.4,4.43,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1967.1,4.73,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1967.2,4.71,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1967.3,4.47,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1967.4,4.51,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1968.1,4.44,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1968.2,4.35,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1968.3,4.35,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1968.4,4.35,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1969.1,4.46,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1969.2,4.65,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1969.3,5.19,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1969.4,5.3,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1970.1,5.51,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1970.2,5.87,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1970.3,5.77,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1970.4,5.71,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1971.1,5.51,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1971.2,5.32,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1971.3,5.29,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1971.4,4.94,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1972.1,4.71,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1972.2,4.98,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1972.3,4.95,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1972.4,5.21,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1973.1,5.32,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1973.2,5.38,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1973.3,5.6,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1973.4,6.07,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1974.1,6.69,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1974.2,7.27,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1974.3,7.33,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1974.4,7.23,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1975.1,6.76,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1975.2,6.71,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
"Switzerland","CH",1975.3,6.28,"SW CONFEDERATION BOND YIELD - 10 YEARS NADJ"
