"country","iso2c","quarter","bond_yld_datastream","bond_yld_datastream_details"
"Malta","MT",1999.1,6.34,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",1999.2,6.21,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",1999.3,6.19,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",1999.4,6.03,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2000.1,5.95,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2000.2,5.94,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2000.3,6.62,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2000.4,6.39,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2001.1,6.44,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2001.2,6.49,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2001.3,6.49,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2001.4,6.44,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2002.1,6.14,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2002.2,6.07,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2002.3,5.93,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2002.4,5.86,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2003.1,5.85,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2003.2,5.36,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2003.3,4.94,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2003.4,4.96,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2004.1,4.97,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2004.2,4.89,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2004.3,4.95,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2004.4,4.97,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2005.1,4.96,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2005.2,4.96,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2005.3,4.96,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2005.4,4.96,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2006.1,4.38,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2006.2,4.47,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2006.3,4.48,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2006.4,4.48,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2007.1,4.51,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2007.2,4.85,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2007.3,5.23,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2007.4,5.11,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2008.1,4.98,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2008.2,5.4,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2008.3,5.38,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2008.4,4.76,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2009.1,4.99,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2009.2,5.04,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2009.3,4.93,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2009.4,4.86,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2010.1,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2010.2,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2010.3,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2010.4,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2011.1,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2011.2,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2011.3,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2011.4,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2012.1,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2012.2,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2012.3,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2012.4,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2013.1,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2013.2,4.38,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2013.3,4.33,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2013.4,4.35,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2014.1,4.16,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2014.2,3.89,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2014.3,3.34,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2014.4,2.83,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2015.1,2.26,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2015.2,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malta","MT",2015.3,NA,"MA GOVERNMENT STOCK RATE - 15 YEARS"
"Malawi","MW",1997.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1997.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1997.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1997.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1998.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1998.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1998.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1998.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1999.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1999.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1999.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",1999.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2000.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2000.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2000.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2000.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2001.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2001.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2001.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2001.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2002.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2002.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2002.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2002.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2003.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2003.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2003.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2003.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2004.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2004.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2004.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2004.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2005.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2005.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2005.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2005.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2006.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2006.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2006.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2006.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2007.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2007.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2007.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2007.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2008.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2008.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2008.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2008.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2009.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2009.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2009.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2009.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2010.1,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2010.2,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2010.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2010.4,15.77,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2011.1,13.14,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2011.2,12.78,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2011.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2011.4,19.26,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2012.1,19.95,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2012.2,25.72,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2012.3,30.42,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2012.4,34.5,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2013.1,40.66,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2013.2,40.62,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2013.3,36.3,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2013.4,34.31,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2014.1,33.13,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2014.2,27.89,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2014.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2014.4,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2015.1,31.3,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2015.2,31.93,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Malawi","MW",2015.3,NA,"MI GOVERNMENT SECURITIES: 15 YEARS, INDICATIVE YIELD"
"Mexico","MX",1996.1,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1996.2,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1996.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1996.4,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1997.1,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1997.2,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1997.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1997.4,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1998.1,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1998.2,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1998.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1998.4,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1999.1,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1999.2,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1999.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",1999.4,6.93,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2000.1,6.18,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2000.2,7.58,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2000.3,6.64,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2000.4,6.85,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2001.1,7.57,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2001.2,6.8,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2001.3,6.29,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2001.4,6.02,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2002.1,5.2,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2002.2,5.11,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2002.3,5.86,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2002.4,5.9,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2003.1,5.36,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2003.2,4.45,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2003.3,4.21,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2003.4,3.95,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2004.1,4.03,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2004.2,4.66,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2004.3,5.29,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2004.4,4.86,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2005.1,5.1,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2005.2,5.56,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2005.3,4.61,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2005.4,4.4,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2006.1,4.08,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2006.2,4.55,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2006.3,4.17,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2006.4,3.88,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2007.1,3.68,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2007.2,3.56,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2007.3,3.57,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2007.4,3.71,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2008.1,3.66,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2008.2,3.87,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2008.3,4.06,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2008.4,4.56,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2009.1,4.3,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2009.2,3.95,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2009.3,3.75,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2009.4,3.36,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2010.1,3.32,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2010.2,3.22,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2010.3,2.19,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2010.4,2.23,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2011.1,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2011.2,3.04,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2011.3,2.35,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2011.4,2.39,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2012.1,2.43,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2012.2,2.03,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2012.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2012.4,1.45,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2013.1,1.51,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2013.2,1.42,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2013.3,2.16,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2013.4,2.33,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2014.1,2.61,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2014.2,2.54,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2014.3,2.43,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2014.4,2.66,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2015.1,2.65,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2015.2,2.91,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Mexico","MX",2015.3,NA,"MX UDIBONO RATE EXCLUDING TAXES - 10 YEARS"
"Malaysia","MY",1996.1,6.87,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1996.2,6.77,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1996.3,6.82,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1996.4,6.8,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1997.1,6.77,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1997.2,6.81,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1997.3,6.75,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1997.4,7.69,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1998.1,7.77,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1998.2,8.02,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1998.3,7.95,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1998.4,7.08,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1999.1,6.58,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1999.2,6.19,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1999.3,6.84,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",1999.4,6.36,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2000.1,6.05,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2000.2,6.02,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2000.3,5.94,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2000.4,5.79,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2001.1,4.93,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2001.2,4.61,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2001.3,4.03,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2001.4,3.59,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2002.1,4.55,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2002.2,4.55,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2002.3,4,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2002.4,3.99,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2003.1,3.76,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2003.2,3.57,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2003.3,4.11,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2003.4,4.77,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2004.1,4.95,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2004.2,5.15,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2004.3,5.11,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2004.4,4.77,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2005.1,4.61,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2005.2,4.42,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2005.3,4.07,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2005.4,4.23,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2006.1,4.12,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2006.2,4.81,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2006.3,4.41,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2006.4,3.85,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2007.1,3.72,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2007.2,3.51,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2007.3,3.69,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2007.4,3.95,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2008.1,3.72,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2008.2,4.22,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2008.3,4.72,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2008.4,3.74,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2009.1,3.65,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2009.2,4.22,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2009.3,4.2,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2009.4,4.26,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2010.1,4.23,"MY GOVERNMENT BOND YIELD - 10 YEAR"
"Malaysia","MY",2010.2,4.02,"MY GOVERNMENT BOND YIELD - 10 YEAR"
