"countrynum","yearnum","variable","value"
6,15,2,0
6,15,3,1
6,15,4,1
6,15,5,1
6,15,6,0
6,15,7,1
6,15,8,1
6,15,9,1
6,15,10,1
6,15,11,1
6,15,12,1
6,15,13,1
6,16,1,1
6,16,2,0
6,16,3,1
6,16,4,1
6,16,5,1
6,16,6,0
6,16,7,1
6,16,8,1
6,16,9,1
6,16,10,1
6,16,11,1
6,16,12,1
6,16,13,1
6,17,1,1
6,17,2,0
6,17,3,1
6,17,4,1
6,17,5,1
6,17,6,0
6,17,7,1
6,17,8,1
6,17,9,1
6,17,10,1
6,17,11,1
6,17,12,1
6,17,13,1
6,18,1,1
6,18,2,0
6,18,3,1
6,18,4,1
6,18,5,1
6,18,6,0
6,18,7,1
6,18,8,0
6,18,9,1
6,18,10,1
6,18,11,1
6,18,12,1
6,18,13,1
6,19,1,1
6,19,2,0
6,19,3,1
6,19,4,1
6,19,5,1
6,19,6,0
6,19,7,1
6,19,8,0
6,19,9,1
6,19,10,1
6,19,11,1
6,19,12,1
6,19,13,1
6,20,1,1
6,20,2,0
6,20,3,1
6,20,4,1
6,20,5,1
6,20,6,0
6,20,7,1
6,20,8,1
6,20,9,1
6,20,10,1
6,20,11,1
6,20,12,1
6,20,13,1
6,21,1,0
6,21,2,0
6,21,3,0
6,21,4,0
6,21,5,1
6,21,6,0
6,21,7,0
6,21,8,1
6,21,9,0
6,21,10,1
6,21,11,0
6,21,12,0
6,21,13,0
6,22,1,0
6,22,2,0
6,22,3,0
6,22,4,0
6,22,5,1
6,22,6,0
6,22,7,0
6,22,8,1
6,22,9,0
6,22,10,1
6,22,11,0
6,22,12,0
6,22,13,0
6,23,1,0
6,23,2,0
6,23,3,0
6,23,4,0
6,23,5,0
6,23,6,0
6,23,7,0
6,23,8,0
6,23,9,0
6,23,10,1
6,23,11,0
6,23,12,0
6,23,13,0
6,24,1,0
6,24,2,0
6,24,3,0
6,24,4,0
6,24,5,0
6,24,6,0
6,24,7,0
6,24,8,0
6,24,9,0
6,24,10,1
6,24,11,0
6,24,12,0
6,24,13,0
7,1,1,1
7,1,2,0
7,1,3,1
7,1,4,1
7,1,5,1
7,1,6,0
7,1,7,1
7,1,8,0
7,1,9,1
7,1,10,1
7,1,11,1
7,1,12,1
7,1,13,1
7,2,1,1
7,2,2,0
7,2,3,1
7,2,4,1
7,2,5,1
7,2,6,0
7,2,7,1
7,2,8,0
7,2,9,1
7,2,10,1
7,2,11,1
7,2,12,1
7,2,13,1
7,3,1,1
7,3,2,0
7,3,3,1
7,3,4,1
7,3,5,1
7,3,6,0
7,3,7,1
7,3,8,0
7,3,9,1
7,3,10,1
7,3,11,1
7,3,12,1
7,3,13,1
7,4,1,1
7,4,2,0
7,4,3,1
7,4,4,1
7,4,5,1
7,4,6,0
7,4,7,1
7,4,8,0
7,4,9,1
7,4,10,1
7,4,11,1
7,4,12,1
7,4,13,1
7,5,1,1
7,5,2,0
7,5,3,1
7,5,4,1
7,5,5,1
7,5,6,0
7,5,7,1
7,5,8,0
7,5,9,1
7,5,10,1
7,5,11,0
7,5,12,1
7,5,13,1
7,6,1,1
7,6,2,0
7,6,3,1
7,6,4,1
7,6,5,1
7,6,6,0
7,6,7,1
7,6,8,0
7,6,9,1
7,6,10,1
7,6,11,1
7,6,12,1
7,6,13,1
7,7,1,1
7,7,2,0
7,7,3,1
7,7,4,1
7,7,5,1
7,7,6,0
7,7,7,1
7,7,8,0
7,7,9,1
7,7,10,1
7,7,11,1
7,7,12,1
7,7,13,1
7,8,1,1
7,8,2,0
7,8,3,1
7,8,4,1
7,8,5,1
7,8,6,0
7,8,7,1
7,8,8,0
7,8,9,1
7,8,10,1
7,8,11,1
7,8,12,1
7,8,13,1
7,9,1,0
7,9,2,0
7,9,3,0
7,9,4,0
7,9,5,1
7,9,6,0
7,9,7,0
7,9,8,0
7,9,9,0
7,9,10,1
7,9,11,0
7,9,12,0
7,9,13,0
7,10,1,0
7,10,2,0
7,10,3,1
7,10,4,0
7,10,5,1
7,10,6,0
7,10,7,0
7,10,8,1
7,10,9,1
7,10,10,1
7,10,11,1
7,10,12,0
7,10,13,1
7,11,1,1
7,11,2,0
7,11,3,1
7,11,4,1
7,11,5,1
7,11,6,1
7,11,7,1
7,11,8,1
7,11,9,1
7,11,10,1
7,11,11,1
7,11,12,1
7,11,13,1
7,12,1,1
7,12,2,0
7,12,3,1
7,12,4,1
7,12,5,1
7,12,6,1
7,12,7,1
7,12,8,1
7,12,9,1
7,12,10,1
7,12,11,1
7,12,12,1
7,12,13,1
7,13,1,1
7,13,2,0
7,13,3,1
7,13,4,1
7,13,5,1
7,13,6,1
7,13,7,1
7,13,8,1
7,13,9,1
7,13,10,1
7,13,11,1
7,13,12,1
7,13,13,1
7,14,1,1
7,14,2,0
7,14,3,1
7,14,4,1
7,14,5,1
7,14,6,1
7,14,7,1
7,14,8,1
7,14,9,1
7,14,10,1
7,14,11,1
7,14,12,1
7,14,13,1
7,15,1,1
7,15,2,0
7,15,3,1
7,15,4,1
7,15,5,1
7,15,6,1
7,15,7,1
7,15,8,1
7,15,9,1
7,15,10,0
7,15,11,1
7,15,12,1
7,15,13,1
7,16,1,1
7,16,2,0
7,16,3,1
7,16,4,1
7,16,5,1
7,16,6,1
7,16,7,1
7,16,8,1
7,16,9,1
7,16,10,0
7,16,11,1
7,16,12,1
7,16,13,1
7,17,1,1
7,17,2,0
7,17,3,1
7,17,4,1
7,17,5,1
7,17,6,1
7,17,7,1
7,17,8,1
7,17,9,1
7,17,10,0
7,17,11,1
7,17,12,1
7,17,13,1
7,18,1,1
7,18,2,0
7,18,3,1
7,18,4,1
7,18,5,1
7,18,6,1
7,18,7,1
7,18,8,1
7,18,9,1
7,18,10,0
7,18,11,1
7,18,12,1
7,18,13,1
7,19,1,1
7,19,2,0
7,19,3,1
7,19,4,1
7,19,5,1
7,19,6,1
7,19,7,1
7,19,8,1
7,19,9,1
7,19,10,0
7,19,11,1
7,19,12,1
7,19,13,1
7,20,1,1
7,20,2,0
7,20,3,1
7,20,4,1
7,20,5,1
7,20,6,1
7,20,7,1
7,20,8,1
7,20,9,1
7,20,10,0
7,20,11,1
7,20,12,1
7,20,13,1
7,21,1,1
7,21,2,0
7,21,3,1
7,21,4,1
7,21,5,1
7,21,6,1
7,21,7,1
7,21,8,1
7,21,9,1
7,21,10,0
7,21,11,1
7,21,12,1
7,21,13,1
7,22,1,1
7,22,2,0
7,22,3,1
7,22,4,1
7,22,5,1
7,22,6,1
7,22,7,1
7,22,8,1
7,22,9,1
7,22,10,0
7,22,11,1
7,22,12,1
7,22,13,1
7,23,1,1
7,23,2,0
7,23,3,1
7,23,4,1
7,23,5,1
7,23,6,1
7,23,7,1
7,23,8,1
7,23,9,1
7,23,10,0
7,23,11,1
7,23,12,1
7,23,13,1
7,24,1,1
7,24,2,0
7,24,3,1
7,24,4,1
7,24,5,1
7,24,6,0
7,24,7,1
7,24,8,1
7,24,9,1
7,24,10,0
7,24,11,1
7,24,12,1
7,24,13,1
8,1,1,0
8,1,2,0
8,1,3,0
8,1,4,0
8,1,5,0
8,1,6,0
8,1,7,0
8,1,8,0
8,1,9,0
8,1,10,0
8,1,11,0
8,1,12,0
8,1,13,0
8,2,1,0
8,2,2,0
8,2,3,1
8,2,4,0
8,2,5,0
8,2,6,0
8,2,7,0
8,2,8,0
8,2,9,1
8,2,10,1
8,2,11,1
8,2,12,0
8,2,13,1
8,3,1,1
8,3,2,0
8,3,3,1
8,3,4,1
8,3,5,1
8,3,6,0
8,3,7,1
8,3,8,0
8,3,9,1
8,3,10,1
8,3,11,1
8,3,12,1
8,3,13,1
8,4,1,1
8,4,2,0
8,4,3,1
8,4,4,1
8,4,5,1
8,4,6,0
8,4,7,1
8,4,8,0
8,4,9,1
8,4,10,1
8,4,11,1
8,4,12,1
8,4,13,1
8,5,1,1
8,5,2,0
8,5,3,1
8,5,4,1
8,5,5,1
8,5,6,0
8,5,7,1
8,5,8,0
8,5,9,1
8,5,10,1
8,5,11,1
8,5,12,1
8,5,13,1
8,6,1,1
8,6,2,0
8,6,3,1
8,6,4,1
8,6,5,1
8,6,6,0
8,6,7,1
8,6,8,0
8,6,9,1
8,6,10,1
8,6,11,1
8,6,12,1
8,6,13,1
8,7,1,1
8,7,2,0
8,7,3,1
8,7,4,1
8,7,5,1
8,7,6,0
8,7,7,1
8,7,8,0
8,7,9,1
8,7,10,0
8,7,11,1
8,7,12,1
8,7,13,1
8,8,1,1
8,8,2,0
8,8,3,1
8,8,4,1
8,8,5,1
8,8,6,0
8,8,7,1
8,8,8,0
8,8,9,1
8,8,10,0
8,8,11,1
8,8,12,1
8,8,13,1
8,9,1,1
8,9,2,0
8,9,3,1
8,9,4,1
8,9,5,1
8,9,6,0
8,9,7,1
8,9,8,0
8,9,9,1
8,9,10,1
8,9,11,1
8,9,12,1
8,9,13,1
8,10,1,1
8,10,2,0
8,10,3,1
8,10,4,1
8,10,5,1
8,10,6,1
8,10,7,1
8,10,8,1
8,10,9,1
8,10,10,1
8,10,11,1
8,10,12,1
8,10,13,1
8,11,1,1
8,11,2,0
8,11,3,1
8,11,4,1
8,11,5,1
8,11,6,1
8,11,7,1
8,11,8,1
8,11,9,1
8,11,10,1
8,11,11,1
8,11,12,1
8,11,13,1
8,12,1,1
8,12,2,0
8,12,3,1
8,12,4,1
8,12,5,1
8,12,6,1
8,12,7,1
8,12,8,1
8,12,9,1
8,12,10,1
8,12,11,1
8,12,12,1
8,12,13,1
8,13,1,1
8,13,2,0
8,13,3,1
8,13,4,1
8,13,5,1
8,13,6,1
8,13,7,1
8,13,8,1
8,13,9,1
8,13,10,1
8,13,11,1
8,13,12,1
8,13,13,1
8,14,1,1
8,14,2,0
8,14,3,1
8,14,4,1
8,14,5,1
8,14,6,1
8,14,7,1
8,14,8,1
8,14,9,1
8,14,10,1
8,14,11,1
8,14,12,1
8,14,13,1
8,15,1,1
8,15,2,0
8,15,3,1
8,15,4,1
8,15,5,1
8,15,6,1
8,15,7,1
8,15,8,1
8,15,9,1
8,15,10,1
8,15,11,1
8,15,12,1
8,15,13,1
8,16,1,1
8,16,2,0
8,16,3,1
8,16,4,1
8,16,5,1
8,16,6,1
8,16,7,1
8,16,8,1
8,16,9,1
8,16,10,1
8,16,11,1
8,16,12,1
8,16,13,1
8,17,1,1
8,17,2,0
8,17,3,1
8,17,4,1
8,17,5,1
8,17,6,1
8,17,7,1
8,17,8,1
8,17,9,1
8,17,10,1
8,17,11,1
8,17,12,1
8,17,13,1
8,18,1,1
8,18,2,0
8,18,3,1
8,18,4,1
8,18,5,1
8,18,6,1
8,18,7,1
8,18,8,1
8,18,9,1
8,18,10,1
8,18,11,1
8,18,12,1
8,18,13,1
8,19,1,1
8,19,2,0
8,19,3,1
8,19,4,1
8,19,5,1
8,19,6,1
8,19,7,1
8,19,8,1
8,19,9,1
8,19,10,1
8,19,11,1
8,19,12,1
8,19,13,1
8,20,1,0
8,20,2,0
8,20,3,0
8,20,4,1
8,20,5,0
8,20,6,1
8,20,7,1
8,20,8,1
8,20,9,1
8,20,10,1
8,20,11,1
8,20,12,1
8,20,13,0
8,21,1,0
8,21,2,0
8,21,3,0
8,21,4,1
8,21,5,0
8,21,6,1
8,21,7,1
8,21,8,1
8,21,9,1
8,21,10,1
8,21,11,1
8,21,12,1
8,21,13,0
8,22,1,0
8,22,2,0
8,22,3,0
8,22,4,1
8,22,5,0
8,22,6,1
8,22,7,1
8,22,8,1
8,22,9,1
8,22,10,1
8,22,11,1
8,22,12,1
8,22,13,0
8,23,1,0
8,23,2,0
8,23,3,0
8,23,4,1
8,23,5,0
8,23,6,1
8,23,7,1
8,23,8,1
8,23,9,1
8,23,10,1
8,23,11,1
8,23,12,1
8,23,13,0
8,24,1,0
8,24,2,0
8,24,3,0
8,24,4,1
8,24,5,0
8,24,6,1
8,24,7,1
8,24,8,1
8,24,9,1
8,24,10,1
8,24,11,1
8,24,12,1
8,24,13,0
9,1,1,1
9,1,2,0
9,1,3,0
9,1,4,1
9,1,5,0
9,1,6,0
9,1,7,1
9,1,8,0
9,1,9,1
9,1,10,1
9,1,11,1
9,1,12,1
9,1,13,1
9,2,1,1
9,2,2,0
9,2,3,0
9,2,4,1
9,2,5,0
9,2,6,0
9,2,7,1
9,2,8,0
9,2,9,1
9,2,10,0
9,2,11,1
9,2,12,1
9,2,13,1
9,3,1,1
9,3,2,1
9,3,3,1
9,3,4,1
9,3,5,0
9,3,6,0
9,3,7,1
9,3,8,0
9,3,9,1
9,3,10,1
9,3,11,1
9,3,12,1
9,3,13,1
9,4,1,1
9,4,2,1
9,4,3,1
9,4,4,1
9,4,5,1
9,4,6,0
9,4,7,1
9,4,8,0
9,4,9,1
9,4,10,1
9,4,11,1
9,4,12,1
9,4,13,1
9,5,1,1
9,5,2,1
9,5,3,1
9,5,4,1
9,5,5,1
9,5,6,0
9,5,7,1
9,5,8,0
9,5,9,1
9,5,10,1
9,5,11,1
9,5,12,1
9,5,13,1
9,6,1,1
9,6,2,1
9,6,3,1
9,6,4,1
9,6,5,1
9,6,6,0
9,6,7,1
9,6,8,0
9,6,9,1
9,6,10,1
9,6,11,1
9,6,12,1
9,6,13,1
9,7,1,1
9,7,2,1
9,7,3,1
9,7,4,1
9,7,5,1
9,7,6,0
9,7,7,1
9,7,8,0
9,7,9,1
9,7,10,1
9,7,11,1
9,7,12,1
9,7,13,1
9,8,1,1
9,8,2,1
9,8,3,1
9,8,4,1
9,8,5,1
9,8,6,0
9,8,7,1
9,8,8,0
9,8,9,1
9,8,10,1
9,8,11,1
9,8,12,1
9,8,13,1
9,9,1,1
9,9,2,1
9,9,3,1
9,9,4,1
9,9,5,1
9,9,6,0
9,9,7,1
9,9,8,0
9,9,9,1
9,9,10,1
9,9,11,1
9,9,12,1
9,9,13,1
9,10,1,1
9,10,2,1
9,10,3,1
9,10,4,1
9,10,5,1
9,10,6,0
9,10,7,1
9,10,8,0
9,10,9,1
9,10,10,1
9,10,11,1
9,10,12,1
9,10,13,1
9,11,1,1
9,11,2,1
9,11,3,1
9,11,4,1
9,11,5,1
9,11,6,0
9,11,7,1
9,11,8,1
9,11,9,1
9,11,10,1
9,11,11,1
9,11,12,1
9,11,13,1
9,12,1,0
9,12,2,0
9,12,3,1
9,12,4,0
9,12,5,0
9,12,6,0
9,12,7,0
9,12,8,1
9,12,9,1
9,12,10,1
9,12,11,1
9,12,12,0
9,12,13,1
9,13,1,0
9,13,2,0
9,13,3,1
9,13,4,0
9,13,5,0
9,13,6,0
9,13,7,0
9,13,8,1
9,13,9,1
9,13,10,1
9,13,11,1
9,13,12,0
9,13,13,1
9,14,1,0
9,14,2,0
9,14,3,1
9,14,4,0
9,14,5,0
9,14,6,0
9,14,7,0
9,14,8,1
9,14,9,1
9,14,10,1
9,14,11,1
9,14,12,0
9,14,13,1
9,15,1,0
9,15,2,0
9,15,3,1
9,15,4,0
9,15,5,0
9,15,6,0
9,15,7,0
9,15,8,1
9,15,9,1
9,15,10,1
9,15,11,1
9,15,12,0
9,15,13,1
9,16,1,1
9,16,2,1
9,16,3,1
9,16,4,1
9,16,5,1
9,16,6,0
9,16,7,1
9,16,8,1
9,16,9,1
9,16,10,1
9,16,11,1
9,16,12,1
9,16,13,1
9,17,1,1
9,17,2,1
9,17,3,0
9,17,4,1
9,17,5,0
9,17,6,0
9,17,7,1
9,17,8,1
9,17,9,1
9,17,10,1
9,17,11,1
9,17,12,1
9,17,13,1
9,18,1,1
9,18,2,1
9,18,3,0
9,18,4,1
9,18,5,0
9,18,6,0
9,18,7,1
9,18,8,1
9,18,9,1
9,18,10,1
9,18,11,1
9,18,12,1
9,18,13,1
9,19,1,1
9,19,2,1
9,19,3,0
9,19,4,1
9,19,5,0
9,19,6,0
9,19,7,1
9,19,8,1
9,19,9,1
9,19,10,1
9,19,11,1
9,19,12,1
9,19,13,1
9,20,1,1
9,20,2,1
9,20,3,1
9,20,4,1
9,20,5,0
9,20,6,1
9,20,7,1
9,20,8,1
9,20,9,1
9,20,10,1
9,20,11,1
9,20,12,1
9,20,13,1
9,21,1,1
9,21,2,1
9,21,3,0
9,21,4,1
9,21,5,0
9,21,6,0
9,21,7,1
9,21,8,1
9,21,9,1
9,21,10,1
9,21,11,1
9,21,12,1
9,21,13,1
9,22,1,1
9,22,2,1
9,22,3,0
9,22,4,1
9,22,5,0
9,22,6,0
9,22,7,1
9,22,8,1
9,22,9,1
9,22,10,1
9,22,11,1
9,22,12,1
9,22,13,1
9,23,1,1
9,23,2,1
9,23,3,0
9,23,4,1
9,23,5,0
9,23,6,0
9,23,7,1
9,23,8,1
9,23,9,1
9,23,10,1
9,23,11,1
9,23,12,1
9,23,13,1
9,24,1,1
9,24,2,1
9,24,3,0
9,24,4,1
9,24,5,0
9,24,6,0
9,24,7,1
9,24,8,1
9,24,9,1
9,24,10,1
9,24,11,1
9,24,12,1
9,24,13,1
10,1,1,0
10,1,2,0
10,1,3,0
10,1,4,0
10,1,5,0
10,1,6,0
10,1,7,0
10,1,8,0
10,1,9,0
10,1,10,0
10,1,11,0
10,1,12,0
10,1,13,0
10,2,1,0
10,2,2,0
10,2,3,0
10,2,4,0
10,2,5,0
10,2,6,0
10,2,7,0
10,2,8,0
10,2,9,0
10,2,10,0
10,2,11,0
10,2,12,0
10,2,13,0
10,3,1,0
10,3,2,0
10,3,3,0
10,3,4,0
10,3,5,0
10,3,6,0
10,3,7,0
10,3,8,0
10,3,9,0
10,3,10,0
10,3,11,0
10,3,12,0
10,3,13,0
10,4,1,0
10,4,2,0
10,4,3,0
10,4,4,0
10,4,5,0
10,4,6,0
10,4,7,0
10,4,8,0
10,4,9,0
10,4,10,0
10,4,11,0
10,4,12,0
10,4,13,0
10,5,1,0
10,5,2,0
10,5,3,0
10,5,4,0
10,5,5,0
10,5,6,0
10,5,7,0
10,5,8,0
10,5,9,0
10,5,10,0
10,5,11,0
10,5,12,0
10,5,13,0
10,6,1,0
10,6,2,0
10,6,3,0
10,6,4,0
10,6,5,0
10,6,6,0
10,6,7,0
10,6,8,0
10,6,9,0
10,6,10,0
10,6,11,0
10,6,12,0
10,6,13,0
10,7,1,0
10,7,2,0
10,7,3,0
10,7,4,0
10,7,5,0
10,7,6,0
10,7,7,0
10,7,8,0
10,7,9,0
10,7,10,0
10,7,11,0
10,7,12,0
10,7,13,0
10,8,1,0
10,8,2,0
10,8,3,0
10,8,4,0
10,8,5,0
10,8,6,0
10,8,7,0
10,8,8,0
10,8,9,0
10,8,10,0
10,8,11,0
10,8,12,0
10,8,13,0
10,9,1,0
10,9,2,0
10,9,3,0
10,9,4,0
10,9,5,0
10,9,6,0
10,9,7,0
10,9,8,0
10,9,9,0
10,9,10,0
10,9,11,0
10,9,12,0
10,9,13,0
10,10,1,0
10,10,2,0
10,10,3,1
10,10,4,0
10,10,5,0
10,10,6,0
10,10,7,0
10,10,8,0
10,10,9,1
10,10,10,0
10,10,11,0
10,10,12,0
10,10,13,1
10,11,1,0
10,11,2,0
10,11,3,1
10,11,4,0
10,11,5,0
10,11,6,0
10,11,7,0
10,11,8,0
10,11,9,1
10,11,10,0
10,11,11,1
10,11,12,0
10,11,13,1
10,12,1,1
10,12,2,0
10,12,3,1
10,12,4,1
10,12,5,1
10,12,6,0
10,12,7,1
10,12,8,0
10,12,9,1
10,12,10,0
10,12,11,1
10,12,12,1
10,12,13,1
10,13,1,1
10,13,2,0
10,13,3,1
10,13,4,1
10,13,5,1
10,13,6,0
10,13,7,1
10,13,8,0
10,13,9,1
10,13,10,0
10,13,11,1
10,13,12,1
10,13,13,1
10,14,1,1
10,14,2,0
10,14,3,1
10,14,4,1
10,14,5,1
10,14,6,0
10,14,7,1
10,14,8,0
10,14,9,1
10,14,10,0
10,14,11,1
10,14,12,1
10,14,13,1
10,15,1,1
10,15,2,0
10,15,3,1
10,15,4,1
10,15,5,1
10,15,6,0
10,15,7,1
10,15,8,1
10,15,9,1
10,15,10,1
10,15,11,1
10,15,12,1
10,15,13,1
10,16,1,1
10,16,2,0
10,16,3,1
10,16,4,1
10,16,5,1
10,16,6,0
10,16,7,1
10,16,8,1
10,16,9,1
10,16,10,1
10,16,11,1
10,16,12,1
10,16,13,1
10,17,1,1
10,17,2,0
10,17,3,1
10,17,4,1
10,17,5,1
10,17,6,0
10,17,7,1
10,17,8,1
10,17,9,1
10,17,10,1
10,17,11,1
10,17,12,1
10,17,13,1
10,18,1,1
10,18,2,1
10,18,3,1
10,18,4,1
10,18,5,1
10,18,6,0
10,18,7,1
10,18,8,1
10,18,9,1
10,18,10,1
10,18,11,1
10,18,12,1
10,18,13,1
10,19,1,1
10,19,2,1
10,19,3,1
10,19,4,1
10,19,5,1
10,19,6,0
10,19,7,1
10,19,8,1
10,19,9,1
10,19,10,1
10,19,11,1
10,19,12,1
10,19,13,1
10,20,1,1
10,20,2,1
10,20,3,1
10,20,4,1
10,20,5,1
10,20,6,0
10,20,7,1
10,20,8,1
10,20,9,1
10,20,10,1
10,20,11,1
10,20,12,1
10,20,13,1
10,21,1,1
10,21,2,1
10,21,3,1
10,21,4,1
10,21,5,1
10,21,6,0
10,21,7,1
10,21,8,1
10,21,9,1
10,21,10,1
10,21,11,1
10,21,12,1
10,21,13,1
10,22,1,1
10,22,2,1
10,22,3,1
10,22,4,1
10,22,5,1
10,22,6,0
10,22,7,1
10,22,8,0
10,22,9,1
10,22,10,1
10,22,11,1
10,22,12,1
10,22,13,1
10,23,1,1
10,23,2,1
10,23,3,1
10,23,4,1
10,23,5,1
10,23,6,0
10,23,7,1
10,23,8,0
10,23,9,1
10,23,10,1
10,23,11,1
10,23,12,1
10,23,13,1
10,24,1,1
10,24,2,1
10,24,3,1
10,24,4,1
10,24,5,1
10,24,6,0
10,24,7,1
10,24,8,0
10,24,9,1
10,24,10,1
10,24,11,1
10,24,12,1
10,24,13,1
11,1,1,1
11,1,2,1
11,1,3,1
11,1,4,1
11,1,5,1
11,1,6,0
11,1,7,1
11,1,8,0
11,1,9,1
11,1,10,0
11,1,11,1
11,1,12,1
11,1,13,1
11,2,1,1
11,2,2,1
11,2,3,1
11,2,4,1
11,2,5,1
11,2,6,0
11,2,7,1
11,2,8,0
11,2,9,1
11,2,10,0
11,2,11,1
11,2,12,1
11,2,13,1
11,3,1,1
11,3,2,1
11,3,3,1
11,3,4,1
11,3,5,1
11,3,6,0
11,3,7,1
11,3,8,0
11,3,9,1
11,3,10,0
11,3,11,1
11,3,12,1
11,3,13,1
11,4,1,1
11,4,2,1
11,4,3,1
11,4,4,1
11,4,5,1
11,4,6,0
11,4,7,1
11,4,8,0
11,4,9,1
11,4,10,0
11,4,11,1
11,4,12,1
11,4,13,1
11,5,1,1
11,5,2,1
11,5,3,1
11,5,4,1
11,5,5,1
11,5,6,0
11,5,7,1
11,5,8,0
11,5,9,1
11,5,10,0
11,5,11,1
11,5,12,1
11,5,13,1
11,6,1,1
11,6,2,1
11,6,3,1
11,6,4,1
11,6,5,1
11,6,6,0
11,6,7,1
11,6,8,0
11,6,9,1
11,6,10,0
11,6,11,1
11,6,12,1
11,6,13,1
11,7,1,1
11,7,2,1
11,7,3,1
11,7,4,1
11,7,5,1
11,7,6,0
11,7,7,1
11,7,8,0
11,7,9,1
11,7,10,0
11,7,11,1
11,7,12,1
11,7,13,1
11,8,1,1
11,8,2,1
11,8,3,1
11,8,4,1
11,8,5,1
11,8,6,0
11,8,7,1
11,8,8,0
11,8,9,1
11,8,10,1
11,8,11,1
11,8,12,1
11,8,13,1
11,9,1,1
11,9,2,1
11,9,3,1
11,9,4,1
11,9,5,1
11,9,6,0
11,9,7,1
11,9,8,0
11,9,9,1
11,9,10,1
11,9,11,1
11,9,12,1
11,9,13,1
11,10,1,1
11,10,2,1
11,10,3,1
11,10,4,1
11,10,5,1
11,10,6,0
11,10,7,1
11,10,8,0
11,10,9,1
11,10,10,1
11,10,11,1
11,10,12,1
11,10,13,1
11,11,1,1
11,11,2,1
11,11,3,1
11,11,4,1
11,11,5,1
11,11,6,1
11,11,7,1
11,11,8,1
11,11,9,1
11,11,10,1
11,11,11,1
11,11,12,1
11,11,13,1
11,12,1,1
11,12,2,1
11,12,3,1
11,12,4,1
11,12,5,1
11,12,6,1
11,12,7,1
11,12,8,1
11,12,9,1
11,12,10,1
11,12,11,1
11,12,12,1
11,12,13,1
11,13,1,1
11,13,2,1
11,13,3,1
11,13,4,1
11,13,5,1
11,13,6,1
11,13,7,1
11,13,8,1
11,13,9,1
11,13,10,1
11,13,11,1
11,13,12,1
11,13,13,1
11,14,1,1
11,14,2,1
11,14,3,1
11,14,4,1
11,14,5,1
11,14,6,1
11,14,7,1
11,14,8,1
11,14,9,1
11,14,10,1
11,14,11,1
11,14,12,1
11,14,13,1
11,15,1,1
11,15,2,1
11,15,3,1
11,15,4,1
11,15,5,1
11,15,6,1
11,15,7,1
11,15,8,1
11,15,9,1
11,15,10,1
11,15,11,1
11,15,12,1
11,15,13,1
11,16,1,1
11,16,2,1
11,16,3,1
11,16,4,1
11,16,5,1
11,16,6,1
11,16,7,1
11,16,8,1
11,16,9,1
11,16,10,1
11,16,11,1
11,16,12,1
11,16,13,1
11,17,1,1
11,17,2,1
11,17,3,1
11,17,4,1
11,17,5,1
11,17,6,1
11,17,7,1
11,17,8,1
11,17,9,1
11,17,10,1
11,17,11,1
11,17,12,1
11,17,13,1
11,18,1,1
11,18,2,1
11,18,3,1
11,18,4,1
11,18,5,1
11,18,6,1
11,18,7,1
11,18,8,1
11,18,9,1
11,18,10,1
11,18,11,1
11,18,12,1
11,18,13,1
11,19,1,1
11,19,2,1
11,19,3,1
11,19,4,1
11,19,5,1
11,19,6,1
11,19,7,1
11,19,8,1
11,19,9,1
11,19,10,1
11,19,11,1
11,19,12,1
11,19,13,1
11,20,1,1
11,20,2,1
11,20,3,1
11,20,4,1
11,20,5,1
11,20,6,1
11,20,7,1
11,20,8,1
11,20,9,1
11,20,10,1
11,20,11,1
11,20,12,1
11,20,13,1
11,21,1,1
11,21,2,1
11,21,3,1
11,21,4,1
11,21,5,1
11,21,6,1
11,21,7,1
11,21,8,1
11,21,9,1
11,21,10,1
11,21,11,1
11,21,12,1
11,21,13,1
11,22,1,1
11,22,2,1
11,22,3,1
11,22,4,1
11,22,5,1
11,22,6,1
11,22,7,1
11,22,8,1
11,22,9,1
11,22,10,1
11,22,11,1
11,22,12,1
11,22,13,1
11,23,1,1
11,23,2,1
11,23,3,1
11,23,4,1
11,23,5,1
11,23,6,1
11,23,7,1
11,23,8,1
11,23,9,1
11,23,10,1
11,23,11,1
11,23,12,1
11,23,13,1
11,24,1,1
11,24,2,1
11,24,3,1
11,24,4,1
11,24,5,1
11,24,6,1
11,24,7,1
11,24,8,0
11,24,9,1
11,24,10,1
11,24,11,1
11,24,12,1
11,24,13,1
12,1,1,1
12,1,2,1
12,1,3,1
12,1,4,1
12,1,5,1
12,1,6,0
12,1,7,1
12,1,8,0
12,1,9,1
12,1,10,1
12,1,11,1
12,1,12,1
12,1,13,1
12,2,1,1
12,2,2,1
12,2,3,1
12,2,4,1
12,2,5,1
12,2,6,0
12,2,7,1
12,2,8,0
12,2,9,1
12,2,10,1
12,2,11,1
12,2,12,1
12,2,13,1
12,3,1,1
12,3,2,1
12,3,3,1
12,3,4,1
12,3,5,1
12,3,6,0
12,3,7,1
12,3,8,0
12,3,9,1
12,3,10,1
12,3,11,1
12,3,12,1
12,3,13,1
12,4,1,1
12,4,2,1
12,4,3,1
12,4,4,1
12,4,5,1
12,4,6,0
12,4,7,1
12,4,8,0
12,4,9,1
12,4,10,1
12,4,11,1
12,4,12,1
12,4,13,1
12,5,1,1
12,5,2,1
12,5,3,1
12,5,4,1
12,5,5,1
12,5,6,0
