"iso2c","year","hrv_mean"
"BF",2008,-0.681669107614957
"BF",2009,-0.682652056186012
"BF",2010,-1.21695196564461
"BG",1980,-0.161895440558571
"BG",1981,-0.0991512012289263
"BG",1982,-0.0917174955517241
"BG",1983,-0.0882121332143592
"BG",1984,-0.0949537111793222
"BG",1985,-0.0622728501589321
"BG",1986,-0.0331824222580924
"BG",1987,-0.0370096674805326
"BG",1988,-0.0385815621814527
"BG",1989,-0.00925251007384213
"BG",1990,0.0968629606501578
"BG",1991,0.340789629513302
"BG",1992,0.634050761882226
"BG",1993,0.517821944041974
"BG",1994,0.548486879881688
"BG",1995,0.689627423534145
"BG",1996,1.70390207047219
"BG",1997,2.16288778137821
"BG",1998,2.3970190695299
"BG",1999,2.836953230689
"BG",2000,4.67074509291821
"BG",2001,6.19624025519811
"BG",2002,7.07641313893991
"BG",2003,7.773753508133
"BG",2004,8.02738354386537
"BG",2005,8.21576213010228
"BG",2006,8.17063140370992
"BG",2007,7.94991015082714
"BG",2008,7.34490696618614
"BG",2009,6.37107133635385
"BG",2010,5.63572688074547
"BI",1980,-1.52868231914694
"BI",1981,-1.65468395907646
"BI",1982,-1.71016027972183
"BI",1983,-1.69106317650184
"BI",1984,-1.54997428061565
"BI",1985,-0.670439519144264
"BI",1986,-0.66534211068798
"BI",1987,-0.665686129676186
"BI",1988,-0.666657761478872
"BI",1989,-0.647080687861589
"BI",1990,-0.643218963519636
"BI",1991,-0.648745553725256
"BI",1992,-0.647124379976385
"BI",1993,-0.623921682885321
"BI",1994,-0.632187894158798
"BI",1995,-0.633990596345938
"BI",1996,-0.640932272216797
"BI",1997,-0.64391642987643
"BI",1998,-0.618039067383099
"BI",1999,-0.631820650841316
"BI",2000,-0.590943538349386
"BI",2001,-0.628496001294409
"BI",2002,-0.635801848172454
"BI",2003,-0.624834699598023
"BI",2004,-0.622884210985126
"BI",2005,-0.607338900962451
"BI",2006,-0.609651208695766
"BI",2007,-0.658843424710375
"BI",2008,-0.65689765331635
"BI",2009,-0.657825157067607
"BI",2010,-0.658323487395844
"BJ",1980,0.126954788431747
"BJ",1981,-0.0225115376237444
"BJ",1982,0.250714451722648
"BJ",1983,0.0100264981735822
"BJ",1984,0.0624227642130586
"BJ",1985,-0.093407809151733
"BJ",1986,-0.10041843347771
"BJ",1987,-0.117618875280183
"BJ",1988,-0.0564496653781012
"BJ",1989,-0.0510412118223653
"BJ",1990,-0.0329183132808908
"BJ",1991,-0.00609748720716092
"BJ",1992,0.415437981844448
"BJ",1993,0.440872556969193
"BJ",1994,0.569914480637408
"BJ",1995,0.46719472906595
"BJ",1996,0.671915599078623
"BJ",1997,0.759838968015704
"BJ",1998,0.768373183571982
"BJ",1999,0.827102585892873
"BJ",2000,0.841379919467623
"BJ",2001,0.728446284686795
"BJ",2002,0.764273808236173
"BJ",2003,1.06593659756951
"BJ",2004,0.627048084037849
"BJ",2005,0.450794884913664
"BJ",2006,-0.0532215218044399
"BJ",2007,-0.165729152523423
"BJ",2008,-0.197730067158172
"BJ",2009,-0.290848145910393
"BJ",2010,-0.53616549772007
"BO",1980,0.817547225724574
"BO",1981,1.25772210271072
"BO",1982,1.32270566591663
"BO",1983,1.36134290005242
"BO",1984,1.36177984107927
"BO",1985,1.41974329867648
"BO",1986,1.42581225858119
"BO",1987,1.44026340169232
"BO",1988,1.47625393765936
"BO",1989,1.9242436637801
"BO",1990,2.08406493817204
"BO",1991,2.07986747044951
"BO",1992,2.07154010510887
"BO",1993,2.14955996931093
"BO",1994,2.19264962426127
"BO",1995,2.30033976436743
"BO",1996,2.3763729852763
"BO",1997,2.2464789167313
"BO",1998,1.71885468869967
"BO",1999,2.99070467816585
"BO",2000,3.4599972252671
"BO",2001,3.40237238623039
"BO",2002,3.29240119252302
"BO",2003,3.00667880892835
"BO",2004,2.84906050658915
"BO",2005,2.76829510989465
"BO",2006,2.83042751840426
"BO",2007,2.44825240325039
"BO",2008,1.41084397672018
"BO",2009,1.12823747880443
"BO",2010,1.0196457931053
"BR",1980,0.53658671132483
"BR",1981,1.27960275505037
"BR",1982,1.42353603258827
"BR",1983,1.48276923548978
"BR",1984,1.47356901087087
"BR",1985,1.50034717588315
"BR",1986,1.18691536013631
"BR",1987,1.22204347102727
"BR",1988,1.55364652437937
"BR",1989,1.72648535885594
"BR",1990,1.98482927178753
"BR",1991,1.23986274141366
"BR",1992,2.06454815471944
"BR",1993,2.16302415586366
"BR",1994,1.3196178900421
"BR",1995,2.21545724865019
"BR",1996,2.29967292687931
"BR",1997,2.0195776955507
"BR",1998,2.10284356398005
"BR",1999,2.48925540361794
"BR",2000,3.23453800159182
"BR",2001,3.94135425946911
"BR",2002,4.23398388050284
"BR",2003,4.19272441400975
"BR",2004,4.42628770269823
"BR",2005,4.37586449885196
"BR",2006,3.88247239613557
"BR",2007,3.91251088794273
"BR",2008,3.52778824489928
"BR",2009,3.03799939435585
"BR",2010,1.59495257622544
"BW",1980,-0.551744927357009
"BW",1981,0.0995016647831003
"BW",1982,0.121912603453606
"BW",1983,0.212621295990916
"BW",1984,0.418988961006867
"BW",1985,0.566557156999445
"BW",1986,0.252382006772717
"BW",1987,0.222121969380474
"BW",1988,0.192785979252396
"BW",1989,0.169564629959544
"BW",1990,0.244705085739358
"BW",1991,0.307100385152906
"BW",1992,0.27711238664474
"BW",1993,0.254914209889797
"BW",1994,0.468929778169242
"BW",1995,0.320961488090271
"BW",1996,0.455525270018329
"BW",1997,0.260982236022475
"BW",1998,0.575950670240225
"BW",1999,0.458663499469806
"BW",2000,1.49551543386091
"BW",2001,1.73978126145317
"BW",2002,1.3597493845378
"BW",2003,1.74178586826568
"BW",2004,1.38925354770331
"BW",2005,1.87700004125076
"BW",2006,2.3123827283873
"BW",2007,1.44216814802627
"BW",2008,1.1433276380328
"BW",2009,1.11323370715942
"BW",2010,0.962242612427476
"CA",1980,1.42482262840651
"CA",1981,2.23436235737403
"CA",1982,2.56211203782476
"CA",1983,2.70319697686077
"CA",1984,2.74428034601067
"CA",1985,2.74748601199545
"CA",1986,2.78636320294729
"CA",1987,2.79144331557078
"CA",1988,2.83280210913266
"CA",1989,2.90252928604875
"CA",1990,2.99485857397868
"CA",1991,3.01172019015214
"CA",1992,3.02871088767523
"CA",1993,3.09954056310524
"CA",1994,3.21108282461231
"CA",1995,3.52750183293034
"CA",1996,3.5490143044285
"CA",1997,3.41836226851829
"CA",1998,3.57093716911518
"CA",1999,3.57687322885996
"CA",2000,3.57890806169055
"CA",2001,3.45268616703017
"CA",2002,3.48636409301209
"CA",2003,3.36230724168089
"CA",2004,3.38101751647705
"CA",2005,3.50318780587237
"CA",2006,3.47737225904494
"CA",2007,3.28918724946765
"CA",2008,2.77906518131731
"CA",2009,1.31115508917444
"CA",2010,0.923360329931059
"CD",1980,-0.853127202090594
"CD",1981,-0.855164482612542
"CD",1982,-0.856187646618337
"CD",1983,-0.855812152852587
"CD",1984,-0.856081507958466
"CD",1985,-0.849516372138258
"CD",1986,-0.849054524155561
"CD",1987,-0.856970568330536
"CD",1988,-0.85630252319587
"CD",1989,-0.862937318028456
"CD",1990,-0.859463069568019
"CD",1991,-0.861710776774465
"CD",1992,-0.859831904761677
"CD",1993,-0.84530929191976
"CD",1994,-0.844505168317174
"CD",1995,-0.846610707837875
"CD",1996,-0.85667574221843
"CD",1997,-0.857170616673223
"CD",1998,-0.856997911509995
"CD",1999,-0.851990195155398
"CD",2000,-0.849008975174992
"CD",2001,-0.847176502686746
"CD",2002,-0.846021690917842
"CD",2003,-0.851685153447918
"CD",2004,-0.851109391827291
"CD",2005,-0.849154811613517
"CD",2006,-0.846815715439136
"CD",2007,-0.846067506769944
"CD",2008,-0.845581077106279
"CD",2009,-0.847210044848553
"CD",2010,-0.845781801088285
"CF",1980,-0.629267738979713
"CF",1981,-0.647992458149586
"CF",1982,-0.647815607988026
"CF",1983,-0.649926970992893
"CF",1984,-0.650891138049596
"CF",1985,-0.651192460053982
"CF",1986,-0.645353651161728
"CF",1987,-0.648096528994231
"CF",1988,-0.677001207947993
"CF",1989,-0.625057783955644
"CF",1990,-0.64299617021566
"CF",1991,-0.643400204447849
"CF",1992,-0.645321562543752
"CF",1993,-0.630236307069088
"CF",1994,-0.702777561872582
"CF",1995,-1.26778684907261
"CF",1996,-1.37017824613771
"CF",1997,-1.36706701815442
"CF",1998,-1.34878726241649
"CF",1999,-1.30268255421615
"CF",2000,-0.997575440741173
"CF",2001,-0.975873709576652
"CF",2002,-0.983922008907735
"CF",2003,-0.978642514740984
"CF",2004,-0.983031420232995
"CF",2005,-0.978659868755368
"CF",2006,-0.972591968166714
"CF",2007,-1.01964223721756
"CF",2008,-1.01107305210139
"CF",2009,-1.01870484659584
"CF",2010,-1.19971466770987
"CG",1980,0.357831250319851
"CG",1981,0.115444812148379
"CG",1982,0.124658306240697
"CG",1983,0.485630965425144
"CG",1984,0.587937907915196
"CG",1985,0.643575768862034
"CG",1986,0.604168841715822
"CG",1987,0.170430906202629
"CG",1988,0.124160110981209
"CG",1989,0.0399451056811835
"CG",1990,0.0222588381921586
"CG",1991,0.00191947847298256
"CG",1992,0.0580637901130834
"CG",1993,0.375066926802821
"CG",1994,0.453625957748749
"CG",1995,0.535090391954588
"CG",1996,0.170356532744732
"CG",1997,0.0593941134032911
"CG",1998,0.0795212689457364
"CG",1999,0.117090968114304
"CG",2000,0.169371546935233
"CG",2001,0.118648359807586
"CG",2002,0.171704929834154
"CG",2003,0.145898710932587
"CG",2004,0.137457307666944
"CG",2005,0.388874983073172
"CG",2006,0.0957072735355796
"CG",2007,0.189254827794802
"CG",2008,-0.836097802841289
"CG",2009,-0.840847663477973
"CG",2010,-0.840451122429397
"CH",1980,0.824447903718785
"CH",1981,1.36441966047388
"CH",1982,1.55031981890425
"CH",1983,1.76218675657501
"CH",1984,1.83835346887756
"CH",1985,1.85708591458711
"CH",1986,1.90681031297576
"CH",1987,1.9277461189841
"CH",1988,1.97078604604633
"CH",1989,2.11789573891258
"CH",1990,2.59346265487766
"CH",1991,3.59793894049901
"CH",1992,3.89361477255512
"CH",1993,4.16236109258438
"CH",1994,4.2552631299215
"CH",1995,4.1982539823656
"CH",1996,4.08367814896098
"CH",1997,3.80013747029236
"CH",1998,4.05854233881328
"CH",1999,4.31326684806792
"CH",2000,4.46850906613506
"CH",2001,4.51193114215097
"CH",2002,4.56554936014284
"CH",2003,4.57215027519368
"CH",2004,4.5849292725507
"CH",2005,4.54011212906367
"CH",2006,4.46336817717436
"CH",2007,4.36922012884925
"CH",2008,4.22379508964953
"CH",2009,3.86369895361012
"CH",2010,3.58890622956865
"CI",1980,0.0668755605388667
"CI",1981,0.496537994059096
"CI",1982,0.501921146574718
"CI",1983,0.505368721925088
"CI",1984,0.208684246295001
"CI",1985,0.460989131211213
"CI",1986,0.128160855852494
"CI",1987,0.0927591995192121
"CI",1988,0.0557938987526962
"CI",1989,0.0569327723285153
"CI",1990,0.0387705293555051
"CI",1991,0.0339378602800078
"CI",1992,0.0584121720655608
"CI",1993,0.0892627869440104
"CI",1994,0.158519968265306
"CI",1995,0.617328187211245
"CI",1996,0.772527534148089
"CI",1997,0.832496438818907
"CI",1998,0.824493697474012
"CI",1999,0.93394607741688
"CI",2000,0.928167842972625
"CI",2001,0.8233553154994
"CI",2002,0.869807156490651
"CI",2003,0.610606252123691
"CI",2004,0.526974409894824
"CI",2005,0.509646786023528
"CI",2006,0.546849301650262
"CI",2007,0.523207766778292
"CI",2008,0.483544412487719
"CI",2009,0.344443620514298
"CI",2010,-0.245204480022556
"CL",1980,0.998711053206804
"CL",1981,1.41257591494628
"CL",1982,1.5144665580765
"CL",1983,1.69141653651886
"CL",1984,1.73109877708233
"CL",1985,1.78423794154427
"CL",1986,1.90329679077975
"CL",1987,1.84662931787326
"CL",1988,1.83414081903905
"CL",1989,2.05307925808414
"CL",1990,2.45218164478009
"CL",1991,2.19591473756896
"CL",1992,2.408335405533
"CL",1993,2.32848146442697
"CL",1994,2.45173465161561
"CL",1995,2.23501891893911
"CL",1996,2.64406239361231
"CL",1997,2.81140669149949
"CL",1998,3.12201724251925
"CL",1999,3.18005944889318
"CL",2000,3.18904534891776
"CL",2001,2.97692687899826
"CL",2002,3.414047217806
"CL",2003,3.67572420838989
"CL",2004,3.8537675855995
"CL",2005,4.06679970793549
"CL",2006,4.3450805543129
"CL",2007,4.30446675586025
"CL",2008,3.86274490737838
"CL",2009,3.21604350332514
"CL",2010,2.41911942590329
"CM",1980,0.485172112364389
"CM",1981,0.312685456482188
"CM",1982,0.74431245785169
"CM",1983,0.312404888797632
"CM",1984,0.26035954696002
"CM",1985,0.332072717091161
"CM",1986,1.09694470073428
"CM",1987,0.908950121551368
"CM",1988,0.48793749959643
"CM",1989,0.959998357831016
"CM",1990,0.986438462463241
"CM",1991,0.393554194703219
"CM",1992,0.281287792046888
"CM",1993,0.205393660707716
"CM",1994,0.288721966710217
"CM",1995,0.884154169987274
"CM",1996,1.2404690476337
"CM",1997,1.00203614975172
"CM",1998,0.673791773575046
"CM",1999,0.737584018284298
"CM",2000,1.16869464879953
"CM",2001,2.00181889416719
"CM",2002,1.30536872803332
"CM",2003,1.21306208441624
"CM",2004,1.24895589318456
"CM",2005,1.34907771848952
"CM",2006,1.26435136974679
"CM",2007,1.01182050334929
"CM",2008,0.00800017235660409
"CM",2009,-0.0917848983237928
"CM",2010,-0.105654630290352
"CN",1980,-0.841599775158155
"CN",1981,-0.838650614579305
"CN",1982,0.19479243697178
"CN",1983,0.434960721035587
"CN",1984,1.04942735657005
"CN",1985,1.2340124040712
"CN",1986,1.31666449518579
"CN",1987,1.38181081464439
"CN",1988,1.33575817009914
"CN",1989,1.3338551656201
"CN",1990,1.36807468390563
"CN",1991,1.35423990677507
"CN",1992,1.4516651882677
"CN",1993,1.52302038291145
"CN",1994,1.54099706927819
"CN",1995,1.53716163957184
"CN",1996,1.56981099331039
"CN",1997,1.612747023007
"CN",1998,1.57457394690618
"CN",1999,1.53741271744532
"CN",2000,1.51698305507416
"CN",2001,1.5827537410321
"CN",2002,1.5903400474362
"CN",2003,1.63587932863581
"CN",2004,1.5191979909629
"CN",2005,1.54814794056018
"CN",2006,1.64934697378409
"CN",2007,1.63624350881946
"CN",2008,1.55525873372638
"CN",2009,1.23984065301622
"CN",2010,1.16318230917332
"CO",1980,1.01356556520067
"CO",1981,1.01225509511305
"CO",1982,0.904055048215878
"CO",1983,0.934368406449018
"CO",1984,1.12469507830546
"CO",1985,1.50861353541552
"CO",1986,1.35264466091737
"CO",1987,1.65776586469375
"CO",1988,1.6131400815142
"CO",1989,1.47505386281524
"CO",1990,1.75789407374979
"CO",1991,2.25285080652769
"CO",1992,2.72774783399621
"CO",1993,2.91047084054653
"CO",1994,3.06266409657532
"CO",1995,3.20856883264074
"CO",1996,3.34359706987904
"CO",1997,3.26655666595961
"CO",1998,3.60334646766976
"CO",1999,3.93892670777356
"CO",2000,4.29662159642739
"CO",2001,4.5113919564206
"CO",2002,4.7860833666938
"CO",2003,4.82816963568177
"CO",2004,5.33271423332464
"CO",2005,5.63950177741768
"CO",2006,5.73491926744902
"CO",2007,5.57333060941444
"CO",2008,5.29195148795674
"CO",2009,4.72449661425365
"CO",2010,4.45906455665348
"CR",1980,1.2008811944328
"CR",1981,1.78030832587435
"CR",1982,1.98479951347791
"CR",1983,1.95442309278814
"CR",1984,1.82090962245992
"CR",1985,1.90477322849375
"CR",1986,2.25948460505137
"CR",1987,2.71848445247772
"CR",1988,2.88087726839473
"CR",1989,3.0445306831244
"CR",1990,3.1246273798715
"CR",1991,3.21542620891484
"CR",1992,3.18427815803346
"CR",1993,3.2752081596841
"CR",1994,3.36878769622836
"CR",1995,3.61118156908877
"CR",1996,3.75734767093975
"CR",1997,3.71743676276183
"CR",1998,3.77015033790381
"CR",1999,3.9052971071577
"CR",2000,3.90617200274012
"CR",2001,3.79985408298103
"CR",2002,3.32710890427183
"CR",2003,3.60367668512888
"CR",2004,3.73224716960164
"CR",2005,3.6214198847089
"CR",2006,3.55980192351832
"CR",2007,3.44103475034347
"CR",2008,3.18286330426933
"CR",2009,2.22292401765532
"CR",2010,1.44861243900784
"CU",1980,-0.848592493729613
"CU",1981,-0.860325454785186
"CU",1982,-0.858529151430006
"CU",1983,-0.859764569116035
"CU",1984,-0.856472113461123
"CU",1985,-0.860894879439202
"CU",1986,-0.858721513808084
"CU",1987,-0.859461292308363
"CU",1988,-0.859732108328579
"CU",1989,-0.850430062091711
"CU",1990,-0.858382469015956
"CU",1991,-0.854018450787578
"CU",1992,-0.854461099763504
"CU",1993,-0.850999809397794
"CU",1994,-0.853355623810343
"CU",1995,-0.845091734910873
"CU",1996,-0.843454271788196
"CU",1997,-0.843880500028213
"CU",1998,-0.843669173195176
"CU",1999,-0.832618066540693
"CU",2000,-0.833249384234927
"CU",2001,-0.834143410182103
"CU",2002,-0.833463858588695
"CU",2003,-0.834371960178628
"CU",2004,-0.832754891601262
"CU",2005,-0.832865248041727
"CU",2006,-0.832932866975459
"CU",2007,-0.841351092007916
"CU",2008,-0.840818906003261
"CU",2009,-0.879462445133175
"CU",2010,-0.881810394737795
"CY",1980,0.953081131653062
"CY",1981,1.44541945200969
"CY",1982,1.53815539003776
"CY",1983,1.54323928936502
"CY",1984,1.66218953247602
"CY",1985,1.83015554211325
"CY",1986,1.78243870184445
"CY",1987,1.81876357562279
"CY",1988,1.83067072406929
"CY",1989,1.85270759374343
"CY",1990,1.91627536215055
"CY",1991,1.90251608502189
"CY",1992,2.01932328571001
"CY",1993,2.02027387391146
"CY",1994,2.02629891515509
"CY",1995,2.0047182438824
"CY",1996,1.44806549938783
"CY",1997,1.39557057526391
"CY",1998,1.52332608686067
"CY",1999,3.39328429845917
"CY",2000,4.43589325440173
"CY",2001,4.95431923170363
"CY",2002,5.36084708811436
"CY",2003,5.58557723996544
"CY",2004,5.67155705725778
"CY",2005,5.64225855436686
"CY",2006,5.41191542686982
"CY",2007,5.07488982226819
"CY",2008,4.37451555941786
"CY",2009,3.21917947935483
"CY",2010,2.76786247333418
"DK",1980,-0.692271249600114
"DK",1981,1.35897224633203
"DK",1982,1.27621488133534
"DK",1983,2.65402539431855
"DK",1984,3.00681829283687
"DK",1985,3.16589961342474
