"country","iso2c","year","frt","newspread","infl","cgdpgrowth","pcgdp2005l","us3mrate","lnewspread","dnewspread","lpubdebtgdp","dpubdebtgdp","linfl","dinfl","lcgdpgrowth","dcgdpgrowth","lpcgdp2005l","dpcgdp2005l","loecdgrowth","doecdgrowth","lus3mrate","dus3mrate","lvix","dvix","lfrt","dfrt"
"Estonia","EE",2005,-0.324,NA,4.1100001335144,8.85349655151367,9.24283504486084,3.15000009536743,NA,NA,5.03000020980835,-0.460000038146973,3.02999997138977,1.08000016212463,6.34284353256226,2.51065301895142,9.15563297271729,0.0872020721435547,3.12047553062439,-0.510336875915527,1.37000000476837,1.78000009059906,15.4799995422363,-2.66999912261963,-0.323,0.00309597523219815
"Estonia","EE",2006,-0.323,NA,4.44999980926514,10.0973405838013,9.34092617034912,4.73000001907349,NA,NA,4.57000017166138,-0.160000324249268,4.1100001335144,0.339999675750732,8.85349655151367,1.2438440322876,9.24283504486084,0.0980911254882812,2.61013865470886,0.269256591796875,3.15000009536743,1.57999992370605,12.8100004196167,0,-0.324,-0.00308641975308642
"Estonia","EE",2007,-0.318,NA,6.73999977111816,7.49220657348633,9.41457080841064,4.34999990463257,NA,NA,4.40999984741211,-0.71999979019165,4.44999980926514,2.28999996185303,10.0973405838013,-2.60513401031494,9.34092617034912,0.0736446380615234,2.87939524650574,-0.29223895072937,4.73000001907349,-0.380000114440918,12.8100004196167,4.73000049591064,-0.323,-0.0154798761609907
"Estonia","EE",2008,-0.318,NA,10.6099996566772,-4.15135908126831,9.37291431427002,1.37000000476837,NA,NA,3.69000005722046,0.849999904632568,6.73999977111816,3.86999988555908,7.49220657348633,-11.6435661315918,9.41457080841064,-0.041656494140625,2.58715629577637,-2.48360157012939,4.34999990463257,-2.98000001907349,17.5400009155273,15.1499977111816,-0.318,0
"Estonia","EE",2009,-0.321,NA,0.200000002980232,-14.0722198486328,9.2215518951416,0.150000005960464,NA,NA,4.53999996185303,2.55999994277954,10.6099996566772,-10.4099998474121,-4.15135908126831,-9.92086029052734,9.37291431427002,-0.151362419128418,0.103554643690586,-3.6426637172699,1.37000000476837,-1.22000002861023,32.689998626709,-1.20999908447266,-0.318,0.00943396226415095
"Estonia","EE",2010,-0.312,NA,2.74000000953674,3.33036732673645,9.25439548492432,0.140000000596046,NA,NA,7.09999990463257,-0.440000057220459,0.200000002980232,2.53999996185303,-14.0722198486328,17.402587890625,9.2215518951416,0.0328435897827148,-3.53910899162292,6.29347896575928,0.150000005960464,-0.010000005364418,31.4799995422363,-8.93000030517578,-0.321,-0.0280373831775701
"Estonia","EE",2011,-0.304,NA,5.07999992370605,8.28243541717529,9.33414173126221,0.0500000007450581,NA,NA,6.65999984741211,-0.649999618530273,2.74000000953674,2.33999991416931,3.33036732673645,4.95206832885742,9.25439548492432,0.0797462463378906,2.75436973571777,-1.1677919626236,0.140000000596046,-0.0900000035762787,22.5499992370605,1.65000152587891,-0.312,-0.0256410256410257
"Estonia","EE",2012,-0.266,NA,3.9349215783237,5.1825781406402,11765.5535528854,0.0880769230769231,NA,NA,6.45982662202125,0.570895353928342,4.97761478376802,-0.209476476332507,7.58312514819815,-0.316564339984334,11145.8712093455,0.0555974792728911,1.8108312676558,-0.879138164280863,0.0528846153846154,0.665454545454546,24.2025793650794,-0.264587475098581,-0.304,-0.125
"Estonia","EE",2013,-0.253,NA,2.78849679593559,1.56779582149269,11992.6182966822,0.0580769230769231,NA,NA,10.1477116277158,NA,3.9349215783237,-0.291346284689235,5.1825781406402,-0.697487277770399,11765.5535528854,0.0192991126831525,0.218860391186491,3.19968192358824,0.0880769230769231,-0.34061135371179,17.79888,-0.200504804368643,-0.266,-0.0488721804511279
"Egypt","EG",1990,0.6,NA,21.2199993133545,5.70175457000732,6.77896881103516,7.48999977111816,NA,NA,87.5100021362305,NA,NA,NA,NA,NA,NA,NA,3.91646099090576,-0.891098737716675,NA,NA,NA,NA,NA,NA
