"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"1994",88.63,88.059,97.776,108.74,90.891,,89.814,92.353,78.56,91.92,81.848,92.579,90.011,65.829,,,,75.96

J.P. Morgan Emerging Markets Bond Index (EMBI+)

