"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2009",74.77,695.65,698.565,691.63,360.75,,400.276,,,736.93,649.681,284.899,,481.344,166.477,307.802,185.035,472.1

J.P. Morgan Emerging Markets Bond Index (EMBI+)

