"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"1996",112.192,127.874,147.216,157.72,141.139,,105.722,114.588,130.46,167.16,139.021,123.727,158.116,121.413,,,,124.57

J.P. Morgan Emerging Markets Bond Index (EMBI+)

