"country","iso2c","year","median","lower_95","lower_90","upper_90","upper_95","se"
"Slovak Republic","SK","1995",-0.322543,-0.398397,-0.397626,-0.397626,-0.398397,8.64e-05
"Slovak Republic","SK","1996",-0.321604,-0.396714,-0.390187,-0.390187,-0.396714,8.86e-05
"Slovak Republic","SK","1997",-0.319959,-0.388976,-0.385423,-0.385423,-0.388976,9.16e-05
"Slovak Republic","SK","1998",-0.320146,-0.387449,-0.386616,-0.386616,-0.387449,8.66e-05
"Slovak Republic","SK","1999",-0.322661,-0.397139,-0.395363,-0.395363,-0.397139,9.41e-05
"Slovak Republic","SK","2000",-0.3148585,-0.391204,-0.391068,-0.391068,-0.391204,9.67e-05
"Slovak Republic","SK","2001",-0.300195,-0.389006,-0.389002,-0.389002,-0.389006,0.0001041
"Slovak Republic","SK","2002",-0.242022,-0.35361,-0.35217,-0.35217,-0.35361,0.000134
"Slovak Republic","SK","2003",-0.2057435,-0.336917,-0.33327,-0.33327,-0.336917,0.0001482
"Slovak Republic","SK","2004",-0.194273,-0.343008,-0.328431,-0.328431,-0.343008,0.0001699
"Slovak Republic","SK","2005",-0.184733,-0.310024,-0.307932,-0.307932,-0.310024,0.0001735
"Slovak Republic","SK","2006",-0.183221,-0.320113,-0.30321,-0.30321,-0.320113,0.000178
"Slovak Republic","SK","2007",-0.194942,-0.332326,-0.330602,-0.330602,-0.332326,0.0001701
"Slovak Republic","SK","2008",-0.2282405,-0.336197,-0.329787,-0.329787,-0.336197,0.0001396
"Slovak Republic","SK","2009",-0.272789,-0.375332,-0.372139,-0.372139,-0.375332,0.0001225
"Slovak Republic","SK","2010",-0.290086,-0.375148,-0.372291,-0.372291,-0.375148,0.0001117
"Slovak Republic","SK","2011",-0.297242,-0.383856,-0.383454,-0.383454,-0.383856,0.0001044
"Slovak Republic","SK","2012",-0.29739,-0.379822,-0.378189,-0.378189,-0.379822,0.0001048
"Slovak Republic","SK","2013",-0.302504,-0.385289,-0.383841,-0.383841,-0.385289,0.0001045
"Slovenia","SI","1990",-0.535105,-0.68944,-0.680726,-0.680726,-0.68944,0.0002031
"Slovenia","SI","1991",-0.3899165,-0.474461,-0.46558,-0.46558,-0.474461,9.76e-05
"Slovenia","SI","1992",-0.228142,-0.362404,-0.341202,-0.341202,-0.362404,0.0001455
"Slovenia","SI","1993",-0.1875335,-0.321254,-0.296346,-0.296346,-0.321254,0.0001831
"Slovenia","SI","1994",-0.1543275,-0.297043,-0.276004,-0.276004,-0.297043,0.0001943
"Slovenia","SI","1995",-0.12031,-0.272836,-0.255721,-0.255721,-0.272836,0.0002029
"Slovenia","SI","1996",-0.0903094,-0.26861,-0.244519,-0.244519,-0.26861,0.0001962
"Slovenia","SI","1997",-0.0928327,-0.256828,-0.25353,-0.25353,-0.256828,0.0002086
"Slovenia","SI","1998",-0.0762526,-0.260828,-0.240231,-0.240231,-0.260828,0.0002422
"Slovenia","SI","1999",-0.0641114,-0.280959,-0.281283,-0.281283,-0.280959,0.0002838
"Slovenia","SI","2000",-0.0517231,-0.280904,-0.275624,-0.275624,-0.280904,0.0002926
"Slovenia","SI","2001",-0.036896,-0.228386,-0.21036,-0.21036,-0.228386,0.0002649
"Slovenia","SI","2002",-0.0196028,-0.208286,-0.207285,-0.207285,-0.208286,0.0002874
"Slovenia","SI","2003",-0.0064066,-0.264764,-0.263997,-0.263997,-0.264764,0.0003209
"Slovenia","SI","2004",2.07e-05,-0.195308,-0.169664,-0.169664,-0.195308,0.0002847
"Slovenia","SI","2005",-0.0044567,-0.196227,-0.154158,-0.154158,-0.196227,0.0002736
"Slovenia","SI","2006",0.0819604,-0.178193,-0.131712,-0.131712,-0.178193,0.0002791
"Slovenia","SI","2007",0.1029695,-0.169385,-0.146274,-0.146274,-0.169385,0.000265
"Slovenia","SI","2008",0.0818692,-0.170103,-0.144764,-0.144764,-0.170103,0.0002751
"Slovenia","SI","2009",0.0314392,-0.197633,-0.193938,-0.193938,-0.197633,0.0003064
"Slovenia","SI","2010",0.0125408,-0.24127,-0.193148,-0.193148,-0.24127,0.0002952
"Slovenia","SI","2011",0.0080724,-0.237319,-0.231594,-0.231594,-0.237319,0.00031
"Slovenia","SI","2012",-0.0111995,-0.276346,-0.265875,-0.265875,-0.276346,0.0003305
"Slovenia","SI","2013",-0.0314288,-0.332258,-0.325988,-0.325988,-0.332258,0.0003811
"South Africa","ZA","1990",0.1235885,-0.297254,-0.230528,-0.230528,-0.297254,0.0005484
"South Africa","ZA","1991",-0.415233,-0.492804,-0.473468,-0.473468,-0.492804,9.55e-05
"South Africa","ZA","1992",-0.371266,-0.437979,-0.437701,-0.437701,-0.437979,8.77e-05
"South Africa","ZA","1993",0.120468,-0.242824,-0.201027,-0.201027,-0.242824,0.0005774
"South Africa","ZA","1994",0.372685,-0.142452,-0.137763,-0.137763,-0.142452,0.0007253
"South Africa","ZA","1995",0.4982085,-0.0269406,0.104005,0.104005,-0.0269406,0.0006528
"South Africa","ZA","1996",0.7047285,0.0662024,0.233164,0.233164,0.0662024,0.0006577
"South Africa","ZA","1997",0.6828035,0.0261835,0.218012,0.218012,0.0261835,0.0007842
"South Africa","ZA","1998",0.768495,0.128882,0.166838,0.166838,0.128882,0.0008138
"South Africa","ZA","1999",1.11753,0.346088,0.359759,0.359759,0.346088,0.0008715
"South Africa","ZA","2000",1.615765,0.689965,0.769325,0.769325,0.689965,0.0010147
"South Africa","ZA","2001",2.001375,0.83104,1.08312,1.08312,0.83104,0.0012163
"South Africa","ZA","2002",2.06562,1.01452,1.23195,1.23195,1.01452,0.0012845
"South Africa","ZA","2003",2.34634,1.1271,1.26814,1.26814,1.1271,0.0013443
"South Africa","ZA","2004",2.522815,1.21195,1.23574,1.23574,1.21195,0.0014461
"South Africa","ZA","2005",2.495205,1.14518,1.30691,1.30691,1.14518,0.001501
"South Africa","ZA","2006",2.425075,1.07236,1.19927,1.19927,1.07236,0.0014294
"South Africa","ZA","2007",2.520535,1.12117,1.34307,1.34307,1.12117,0.0013728
"South Africa","ZA","2008",2.4475,1.30231,1.58884,1.58884,1.30231,0.0015278
"South Africa","ZA","2009",2.74464,1.42315,1.27882,1.27882,1.42315,0.0015821
"South Africa","ZA","2010",2.891265,1.22345,1.28738,1.28738,1.22345,0.0017498
"South Africa","ZA","2011",2.83583,1.2427,1.24005,1.24005,1.2427,0.001746
"South Africa","ZA","2012",2.73658,0.960085,1.20697,1.20697,0.960085,0.0015907
"South Africa","ZA","2013",2.546395,0.76969,1.11312,1.11312,0.76969,0.0017844
"Spain","ES","1990",-0.0787373,-0.226097,-0.187303,-0.187303,-0.226097,0.0001866
"Spain","ES","1991",-0.0548932,-0.218014,-0.186753,-0.186753,-0.218014,0.0001619
"Spain","ES","1992",-0.0506042,-0.219712,-0.200111,-0.200111,-0.219712,0.0001631
"Spain","ES","1993",-0.0350637,-0.196497,-0.196007,-0.196007,-0.196497,0.0001665
"Spain","ES","1994",-0.0326616,-0.201983,-0.171701,-0.171701,-0.201983,0.0001579
"Spain","ES","1995",-0.0338727,-0.202163,-0.17514,-0.17514,-0.202163,0.0001589
"Spain","ES","1996",-0.0405388,-0.198717,-0.169021,-0.169021,-0.198717,0.0001557
"Spain","ES","1997",-0.035677,-0.2004,-0.175259,-0.175259,-0.2004,0.0001608
"Spain","ES","1998",-0.0450082,-0.193733,-0.173161,-0.173161,-0.193733,0.000163
"Spain","ES","1999",-0.0340896,-0.186017,-0.160228,-0.160228,-0.186017,0.0001652
"Spain","ES","2000",-0.0465864,-0.194893,-0.151667,-0.151667,-0.194893,0.0001704
"Spain","ES","2001",-0.0508139,-0.210772,-0.166302,-0.166302,-0.210772,0.000177
"Spain","ES","2002",-0.0506274,-0.189979,-0.157738,-0.157738,-0.189979,0.0001733
"Spain","ES","2003",-0.0501131,-0.19151,-0.191486,-0.191486,-0.19151,0.0001883
"Spain","ES","2004",-0.05254,-0.260534,-0.24667,-0.24667,-0.260534,0.0002129
"Spain","ES","2005",-0.0555344,-0.254134,-0.250142,-0.250142,-0.254134,0.0002185
"Spain","ES","2006",-0.0585761,-0.242458,-0.235215,-0.235215,-0.242458,0.0002101
"Spain","ES","2007",-0.0534097,-0.199998,-0.187785,-0.187785,-0.199998,0.0001881
"Spain","ES","2008",-0.0539133,-0.179528,-0.174495,-0.174495,-0.179528,0.0001798
"Spain","ES","2009",-0.0585532,-0.175866,-0.171491,-0.171491,-0.175866,0.0001873
"Spain","ES","2010",-0.0548643,-0.176745,-0.173164,-0.173164,-0.176745,0.0001903
"Spain","ES","2011",-0.0627685,-0.1749,-0.167962,-0.167962,-0.1749,0.0001874
"Spain","ES","2012",-0.0465293,-0.185076,-0.165808,-0.165808,-0.185076,0.0001751
"Spain","ES","2013",-0.0515312,-0.205988,-0.188892,-0.188892,-0.205988,0.0001962
"Sweden","SE","1990",-0.3546285,-0.420028,-0.414836,-0.414836,-0.420028,8.21e-05
"Sweden","SE","1991",-0.354607,-0.420132,-0.414965,-0.414965,-0.420132,8.21e-05
"Sweden","SE","1992",-0.3545865,-0.419991,-0.414883,-0.414883,-0.419991,8.21e-05
"Sweden","SE","1993",-0.3545775,-0.419985,-0.414752,-0.414752,-0.419985,8.2e-05
"Sweden","SE","1994",-0.3545915,-0.419826,-0.414893,-0.414893,-0.419826,8.21e-05
"Sweden","SE","1995",-0.3545655,-0.419925,-0.414764,-0.414764,-0.419925,8.21e-05
"Sweden","SE","1996",-0.3545805,-0.419938,-0.414782,-0.414782,-0.419938,8.2e-05
"Sweden","SE","1997",-0.354599,-0.419773,-0.414735,-0.414735,-0.419773,8.21e-05
"Sweden","SE","1998",-0.354612,-0.419746,-0.414804,-0.414804,-0.419746,8.21e-05
"Sweden","SE","1999",-0.3547695,-0.419924,-0.415013,-0.415013,-0.419924,8.22e-05
"Sweden","SE","2000",-0.355416,-0.421117,-0.416397,-0.416397,-0.421117,8.26e-05
"Sweden","SE","2001",-0.355035,-0.420151,-0.416085,-0.416085,-0.420151,8.26e-05
"Sweden","SE","2002",-0.353112,-0.418649,-0.413219,-0.413219,-0.418649,8.17e-05
"Sweden","SE","2003",-0.3523485,-0.41809,-0.413034,-0.413034,-0.41809,8.14e-05
"Sweden","SE","2004",-0.3517905,-0.417638,-0.412178,-0.412178,-0.417638,8.14e-05
"Sweden","SE","2005",-0.3514,-0.417118,-0.411844,-0.411844,-0.417118,8.15e-05
"Sweden","SE","2006",-0.351171,-0.417122,-0.411266,-0.411266,-0.417122,8.15e-05
"Sweden","SE","2007",-0.350954,-0.417127,-0.411018,-0.411018,-0.417127,8.14e-05
"Sweden","SE","2008",-0.3508795,-0.416958,-0.411197,-0.411197,-0.416958,8.13e-05
"Sweden","SE","2009",-0.350907,-0.416038,-0.410863,-0.410863,-0.416038,8.14e-05
"Sweden","SE","2010",-0.3509125,-0.416905,-0.411516,-0.411516,-0.416905,8.15e-05
"Sweden","SE","2011",-0.3508515,-0.416871,-0.410707,-0.410707,-0.416871,8.14e-05
"Sweden","SE","2012",-0.3507925,-0.417169,-0.410968,-0.410968,-0.417169,8.14e-05
"Sweden","SE","2013",-0.3507605,-0.417056,-0.41139,-0.41139,-0.417056,8.14e-05
"Switzerland","CH","1990",0.5203985,0.0766566,0.184551,0.184551,0.0766566,0.0005097
"Switzerland","CH","1991",0.5286015,0.152166,0.175397,0.175397,0.152166,0.0005087
"Switzerland","CH","1992",0.5428865,0.196317,0.283371,0.283371,0.196317,0.00043
"Switzerland","CH","1993",0.5782875,0.217675,0.312255,0.312255,0.217675,0.0004057
"Switzerland","CH","1994",0.6661255,0.284869,0.333969,0.333969,0.284869,0.0004357
"Switzerland","CH","1995",0.692216,0.31607,0.37644,0.37644,0.31607,0.0004609
"Switzerland","CH","1996",0.677709,0.2731,0.346707,0.346707,0.2731,0.0004323
"Switzerland","CH","1997",0.742705,0.34211,0.371959,0.371959,0.34211,0.0005122
"Switzerland","CH","1998",0.7634515,0.331225,0.436538,0.436538,0.331225,0.0006098
"Switzerland","CH","1999",0.848806,0.36275,0.407512,0.407512,0.36275,0.0005425
"Switzerland","CH","2000",0.8525875,0.353424,0.375114,0.375114,0.353424,0.0006426
"Switzerland","CH","2001",0.839897,0.360539,0.360183,0.360183,0.360539,0.0007356
"Switzerland","CH","2002",0.913706,0.338921,0.358575,0.358575,0.338921,0.0008421
"Switzerland","CH","2003",0.942647,0.338005,0.359171,0.359171,0.338005,0.0008442
"Switzerland","CH","2004",0.7762505,0.325667,0.326465,0.326465,0.325667,0.0007716
"Switzerland","CH","2005",0.7029975,0.30012,0.328882,0.328882,0.30012,0.0006947
"Switzerland","CH","2006",0.6214265,0.264423,0.275524,0.275524,0.264423,0.000611
"Switzerland","CH","2007",0.526224,0.0505028,0.0630356,0.0630356,0.0505028,0.000548
"Switzerland","CH","2008",0.450958,-0.117133,-0.0973079,-0.0973079,-0.117133,0.0005879
"Switzerland","CH","2009",0.391305,-0.3778,-0.37413,-0.37413,-0.3778,0.0007047
"Switzerland","CH","2010",0.3438935,-0.0485156,0.0482022,0.0482022,-0.0485156,0.0004725
"Switzerland","CH","2011",0.327327,-0.0861749,-0.0635364,-0.0635364,-0.0861749,0.0005103
"Switzerland","CH","2012",0.321647,-0.154711,-0.116184,-0.116184,-0.154711,0.0005413
"Switzerland","CH","2013",0.2763105,-0.187005,-0.096279,-0.096279,-0.187005,0.0005567
"Trinidad and Tobago","TT","1990",0.62397,0.289899,0.321593,0.321593,0.289899,0.0003812
"Trinidad and Tobago","TT","1991",0.624157,0.311953,0.396588,0.396588,0.311953,0.0003655
"Trinidad and Tobago","TT","1992",0.6343905,0.328237,0.398574,0.398574,0.328237,0.0003535
"Trinidad and Tobago","TT","1993",0.635886,0.334958,0.403285,0.403285,0.334958,0.0003475
"Trinidad and Tobago","TT","1994",0.6380435,0.351819,0.41872,0.41872,0.351819,0.0003437
"Trinidad and Tobago","TT","1995",0.633014,0.341434,0.418195,0.418195,0.341434,0.0003474
"Trinidad and Tobago","TT","1996",0.626026,0.338229,0.376725,0.376725,0.338229,0.0003541
"Trinidad and Tobago","TT","1997",0.63939,0.288748,0.415509,0.415509,0.288748,0.0003922
"Trinidad and Tobago","TT","1998",0.655236,0.301611,0.420312,0.420312,0.301611,0.0003724
"Trinidad and Tobago","TT","1999",0.670556,0.278682,0.438799,0.438799,0.278682,0.0003562
"Trinidad and Tobago","TT","2000",0.694672,0.398187,0.468447,0.468447,0.398187,0.0003481
"Trinidad and Tobago","TT","2001",0.7122345,0.409211,0.491223,0.491223,0.409211,0.0003796
"Trinidad and Tobago","TT","2002",0.7214405,0.399784,0.452078,0.452078,0.399784,0.0004348
"Trinidad and Tobago","TT","2003",0.7248715,0.488401,0.465255,0.465255,0.488401,0.0004113
"Trinidad and Tobago","TT","2004",0.723265,0.440091,0.48661,0.48661,0.440091,0.0003863
"Trinidad and Tobago","TT","2005",0.717585,0.434006,0.47323,0.47323,0.434006,0.0003644
"Trinidad and Tobago","TT","2006",0.7010495,0.435806,0.475505,0.475505,0.435806,0.0003626
"Trinidad and Tobago","TT","2007",0.7152775,0.418122,0.471418,0.471418,0.418122,0.0003703
"Trinidad and Tobago","TT","2008",0.7149995,0.43856,0.480825,0.480825,0.43856,0.0003859
"Trinidad and Tobago","TT","2009",0.7096,0.460836,0.453465,0.453465,0.460836,0.0003874
"Trinidad and Tobago","TT","2010",0.6944675,0.399793,0.484155,0.484155,0.399793,0.0003709
"Trinidad and Tobago","TT","2011",0.662216,0.376986,0.44793,0.44793,0.376986,0.0003568
"Trinidad and Tobago","TT","2012",0.6376165,0.213393,0.354095,0.354095,0.213393,0.0004177
"Trinidad and Tobago","TT","2013",0.6268465,0.19725,0.201606,0.201606,0.19725,0.0004328
"Turkey","TR","1990",0.4362805,0.174261,0.178696,0.178696,0.174261,0.0003781
"Turkey","TR","1991",0.446368,0.145402,0.145584,0.145584,0.145402,0.0003733
"Turkey","TR","1992",0.444917,0.172953,0.193867,0.193867,0.172953,0.0003547
"Turkey","TR","1993",0.439996,0.202443,0.210405,0.210405,0.202443,0.0003418
"Turkey","TR","1994",0.4535615,0.192671,0.184249,0.184249,0.192671,0.0003466
"Turkey","TR","1995",0.455805,0.23518,0.255729,0.255729,0.23518,0.000304
"Turkey","TR","1996",0.465424,0.272576,0.280402,0.280402,0.272576,0.0003037
"Turkey","TR","1997",0.4810415,0.207259,0.221821,0.221821,0.207259,0.0003305
"Turkey","TR","1998",0.4887895,0.257938,0.27547,0.27547,0.257938,0.0003073
"Turkey","TR","1999",0.494021,0.272891,0.319221,0.319221,0.272891,0.0002958
"Turkey","TR","2000",0.49794,0.292449,0.303663,0.303663,0.292449,0.0003106
"Turkey","TR","2001",0.500814,0.254431,0.256741,0.256741,0.254431,0.0003379
"Turkey","TR","2002",0.5076735,0.270354,0.300278,0.300278,0.270354,0.0003176
"Turkey","TR","2003",0.5074345,0.273041,0.27241,0.27241,0.273041,0.0003292
"Turkey","TR","2004",0.5023865,0.253154,0.273487,0.273487,0.253154,0.000311
"Turkey","TR","2005",0.4959125,0.24322,0.297744,0.297744,0.24322,0.0003024
"Turkey","TR","2006",0.486742,0.236636,0.271074,0.271074,0.236636,0.0002934
"Turkey","TR","2007",0.4834505,0.229961,0.279687,0.279687,0.229961,0.0002818
"Turkey","TR","2008",0.483812,0.231187,0.276719,0.276719,0.231187,0.0002828
"Turkey","TR","2009",0.4948255,0.234553,0.289609,0.289609,0.234553,0.0002774
"Turkey","TR","2010",0.4946715,0.242995,0.307762,0.307762,0.242995,0.0002949
"Turkey","TR","2011",0.5071755,0.229713,0.276608,0.276608,0.229713,0.0003218
"Turkey","TR","2012",0.504848,0.118987,0.176043,0.176043,0.118987,0.0003824
"Turkey","TR","2013",0.50843,0.0878789,0.0884497,0.0884497,0.0878789,0.0004189
"Ukraine","UA","1990",-0.637929,-1.05578,-0.918497,-0.918497,-1.05578,0.0003873
"Ukraine","UA","1991",-0.5637885,-0.877363,-0.779836,-0.779836,-0.877363,0.0002899
"Ukraine","UA","1992",-0.3952985,-0.501988,-0.499517,-0.499517,-0.501988,0.0001139
"Ukraine","UA","1993",-0.206138,-0.39064,-0.389371,-0.389371,-0.39064,0.000224
"Ukraine","UA","1994",-0.1484115,-0.407591,-0.407105,-0.407105,-0.407591,0.0002829
"Ukraine","UA","1995",-0.133126,-0.351831,-0.347332,-0.347332,-0.351831,0.0003287
"Ukraine","UA","1996",-0.0992716,-0.276383,-0.27253,-0.27253,-0.276383,0.0002753
"Ukraine","UA","1997",-0.0411982,-0.261769,-0.233209,-0.233209,-0.261769,0.0002512
"Ukraine","UA","1998",-0.026491,-0.254643,-0.235012,-0.235012,-0.254643,0.0002561
"Ukraine","UA","1999",-0.0231372,-0.257072,-0.236263,-0.236263,-0.257072,0.0002548
"Ukraine","UA","2000",-0.0605559,-0.260834,-0.233966,-0.233966,-0.260834,0.0002727
"Ukraine","UA","2001",-0.0443776,-0.262103,-0.226026,-0.226026,-0.262103,0.0002758
"Ukraine","UA","2002",-0.0350469,-0.256181,-0.221713,-0.221713,-0.256181,0.0002711
"Ukraine","UA","2003",0.0158918,-0.290309,-0.267093,-0.267093,-0.290309,0.000303
"Ukraine","UA","2004",-0.0146344,-0.242133,-0.240675,-0.240675,-0.242133,0.0002955
"Ukraine","UA","2005",3.04e-05,-0.254416,-0.242494,-0.242494,-0.254416,0.000321
"Ukraine","UA","2006",0.0652388,-0.260551,-0.245626,-0.245626,-0.260551,0.0003898
"Ukraine","UA","2007",0.128552,-0.164695,-0.159277,-0.159277,-0.164695,0.0003944
"Ukraine","UA","2008",0.2234885,-0.0771377,-0.0256883,-0.0256883,-0.0771377,0.0003597
"Ukraine","UA","2009",0.388486,0.0086119,0.0724307,0.0724307,0.0086119,0.0004066
"Ukraine","UA","2010",0.4166925,0.0492032,0.0578642,0.0578642,0.0492032,0.0004533
"Ukraine","UA","2011",0.412901,0.0687304,0.0838913,0.0838913,0.0687304,0.0004931
"Ukraine","UA","2012",0.4086215,0.073719,0.0738139,0.0738139,0.073719,0.0005417
"Ukraine","UA","2013",0.4365045,0.0222487,0.0457871,0.0457871,0.0222487,0.0005784
"United Arab Emirates","AE","1990",-0.397751,-0.46544,-0.44551,-0.44551,-0.46544,8.52e-05
"United Arab Emirates","AE","1991",-0.4002425,-0.460916,-0.450147,-0.450147,-0.460916,8.3e-05
"United Arab Emirates","AE","1992",-0.4004525,-0.456338,-0.451455,-0.451455,-0.456338,8.21e-05
"United Arab Emirates","AE","1993",-0.3960325,-0.456232,-0.456757,-0.456757,-0.456232,8.57e-05
"United Arab Emirates","AE","1994",-0.397018,-0.462552,-0.46007,-0.46007,-0.462552,8.97e-05
"United Arab Emirates","AE","1995",-0.397161,-0.46357,-0.455582,-0.455582,-0.46357,9.12e-05
"United Arab Emirates","AE","1996",-0.396517,-0.464349,-0.462295,-0.462295,-0.464349,9.29e-05
"United Arab Emirates","AE","1997",-0.3946715,-0.465374,-0.465675,-0.465675,-0.465374,9.29e-05
"United Arab Emirates","AE","1998",-0.3963785,-0.465552,-0.457435,-0.457435,-0.465552,8.45e-05
"United Arab Emirates","AE","1999",-0.3985075,-0.466209,-0.463451,-0.463451,-0.466209,8.64e-05
"United Arab Emirates","AE","2000",-0.4013355,-0.462586,-0.458006,-0.458006,-0.462586,8.68e-05
"United Arab Emirates","AE","2001",-0.3970595,-0.469774,-0.464124,-0.464124,-0.469774,9.43e-05
"United Arab Emirates","AE","2002",-0.397531,-0.4661,-0.457321,-0.457321,-0.4661,9.03e-05
"United Arab Emirates","AE","2003",-0.3951645,-0.466535,-0.456618,-0.456618,-0.466535,9.04e-05
"United Arab Emirates","AE","2004",-0.391463,-0.459104,-0.44709,-0.44709,-0.459104,8.64e-05
"United Arab Emirates","AE","2005",-0.3869965,-0.454567,-0.449819,-0.449819,-0.454567,8.91e-05
"United Arab Emirates","AE","2006",-0.3823825,-0.442363,-0.439093,-0.439093,-0.442363,8.4e-05
"United Arab Emirates","AE","2007",-0.3710625,-0.436417,-0.42693,-0.42693,-0.436417,8.35e-05
"United Arab Emirates","AE","2008",-0.33043,-0.398359,-0.396025,-0.396025,-0.398359,8.31e-05
"United Arab Emirates","AE","2009",-0.303033,-0.377526,-0.364312,-0.364312,-0.377526,7.76e-05
"United Arab Emirates","AE","2010",-0.2852065,-0.370559,-0.350128,-0.350128,-0.370559,8.57e-05
"United Arab Emirates","AE","2011",-0.2753325,-0.360578,-0.354948,-0.354948,-0.360578,8.56e-05
"United Arab Emirates","AE","2012",-0.27506,-0.366304,-0.340143,-0.340143,-0.366304,8.69e-05
"United Arab Emirates","AE","2013",-0.28767,-0.37379,-0.373433,-0.373433,-0.37379,9.21e-05
"United Kingdom","GB","1990",-0.3124635,-0.407934,-0.40267,-0.40267,-0.407934,0.0001037
"United Kingdom","GB","1991",-0.3095295,-0.402669,-0.403327,-0.403327,-0.402669,9.82e-05
"United Kingdom","GB","1992",-0.309622,-0.404991,-0.404984,-0.404984,-0.404991,0.0001019
"United Kingdom","GB","1993",-0.3108695,-0.390329,-0.390329,-0.390329,-0.390329,9.12e-05
"United Kingdom","GB","1994",-0.311176,-0.378813,-0.375319,-0.375319,-0.378813,8.58e-05
"United Kingdom","GB","1995",-0.311905,-0.380248,-0.38018,-0.38018,-0.380248,8.56e-05
"United Kingdom","GB","1996",-0.301413,-0.385306,-0.384524,-0.384524,-0.385306,9.46e-05
"United Kingdom","GB","1997",-0.295843,-0.368811,-0.367311,-0.367311,-0.368811,9.18e-05
"United Kingdom","GB","1998",-0.286033,-0.367792,-0.368729,-0.368729,-0.367792,9.81e-05
"United Kingdom","GB","1999",-0.279859,-0.368181,-0.367154,-0.367154,-0.368181,0.0001022
"United Kingdom","GB","2000",-0.272648,-0.365797,-0.36182,-0.36182,-0.365797,0.0001037
"United Kingdom","GB","2001",-0.2611475,-0.341882,-0.339116,-0.339116,-0.341882,0.0001061
"United Kingdom","GB","2002",-0.260247,-0.33651,-0.330602,-0.330602,-0.33651,0.0001054
"United Kingdom","GB","2003",-0.26001,-0.337936,-0.326375,-0.326375,-0.337936,0.0001029
"United Kingdom","GB","2004",-0.263368,-0.343636,-0.337486,-0.337486,-0.343636,0.0001043
"United Kingdom","GB","2005",-0.2702275,-0.349987,-0.333852,-0.333852,-0.349987,9.41e-05
"United Kingdom","GB","2006",-0.285573,-0.357679,-0.341961,-0.341961,-0.357679,8.58e-05
"United Kingdom","GB","2007",-0.3012095,-0.372697,-0.364301,-0.364301,-0.372697,8.79e-05
"United Kingdom","GB","2008",-0.310254,-0.392385,-0.385973,-0.385973,-0.392385,9.38e-05
"United Kingdom","GB","2009",-0.324953,-0.400628,-0.399873,-0.399873,-0.400628,9.36e-05
"United Kingdom","GB","2010",-0.36112,-0.424587,-0.420257,-0.420257,-0.424587,8.2e-05
"United Kingdom","GB","2011",-0.364234,-0.426351,-0.424187,-0.424187,-0.426351,8.27e-05
"United Kingdom","GB","2012",-0.3634485,-0.425205,-0.424509,-0.424509,-0.425205,8.26e-05
"United Kingdom","GB","2013",-0.364123,-0.4498,-0.449141,-0.449141,-0.4498,9.05e-05
"United States","US","1990",0.880163,0.54103,0.554604,0.554604,0.54103,0.0004113
"United States","US","1991",0.8831155,0.552426,0.571759,0.571759,0.552426,0.0004018
"United States","US","1992",0.8807875,0.56433,0.618136,0.618136,0.56433,0.0003912
"United States","US","1993",0.875476,0.556307,0.597342,0.597342,0.556307,0.0003886
"United States","US","1994",0.877496,0.574098,0.638729,0.638729,0.574098,0.0003846
"United States","US","1995",0.877895,0.572126,0.629241,0.629241,0.572126,0.0003832
"United States","US","1996",0.8841445,0.575049,0.633925,0.633925,0.575049,0.0003885
"United States","US","1997",0.8844255,0.571211,0.589057,0.589057,0.571211,0.0003989
"United States","US","1998",0.8798805,0.570379,0.593389,0.593389,0.570379,0.00039
"United States","US","1999",0.8817725,0.571136,0.619661,0.619661,0.571136,0.0003813
"United States","US","2000",0.881691,0.564643,0.576282,0.576282,0.564643,0.0004012
"United States","US","2001",0.8789055,0.551396,0.581698,0.581698,0.551396,0.0004189
"United States","US","2002",0.889182,0.554372,0.60964,0.60964,0.554372,0.0004335
"United States","US","2003",0.8906465,0.562581,0.588354,0.588354,0.562581,0.0004544
"United States","US","2004",0.893994,0.510835,0.559068,0.559068,0.510835,0.0004454
"United States","US","2005",0.895266,0.552969,0.630617,0.630617,0.552969,0.000434
"United States","US","2006",0.8952285,0.552176,0.569094,0.569094,0.552176,0.0004376
"United States","US","2007",0.890929,0.55187,0.584793,0.584793,0.55187,0.0004366
"United States","US","2008",0.890137,0.544522,0.600749,0.600749,0.544522,0.0004347
"United States","US","2009",0.8906005,0.547058,0.59628,0.59628,0.547058,0.0004154
"United States","US","2010",0.888405,0.53802,0.594771,0.594771,0.53802,0.0004123
"United States","US","2011",0.8865245,0.542493,0.569764,0.569764,0.542493,0.0004261
"United States","US","2012",0.8830635,0.518853,0.579429,0.579429,0.518853,0.0004407
"United States","US","2013",0.8804265,0.500407,0.575134,0.575134,0.500407,0.0004572
"Venezuela, RB","VE","1990",0.578559,0.224701,0.24759,0.24759,0.224701,0.000426
"Venezuela, RB","VE","1991",0.5823495,0.273589,0.288656,0.288656,0.273589,0.0003933
"Venezuela, RB","VE","1992",0.586866,0.321493,0.348893,0.348893,0.321493,0.0003349
"Venezuela, RB","VE","1993",0.585964,0.319613,0.369529,0.369529,0.319613,0.0003272
"Venezuela, RB","VE","1994",0.589016,0.339647,0.392426,0.392426,0.339647,0.0003418
"Venezuela, RB","VE","1995",0.6220225,0.351153,0.430963,0.430963,0.351153,0.0003096
"Venezuela, RB","VE","1996",0.6791325,0.331698,0.396072,0.396072,0.331698,0.0003224
