"country","iso2c","year","median","lower_95","lower_90","upper_90","upper_95","se"
"Venezuela, RB","VE","1997",0.6995895,0.357787,0.428876,0.428876,0.357787,0.0003379
"Venezuela, RB","VE","1998",0.66148,0.357036,0.370058,0.370058,0.357036,0.0003238
"Venezuela, RB","VE","1999",0.64195,0.341405,0.406739,0.406739,0.341405,0.0003299
"Venezuela, RB","VE","2000",0.69535,0.3656,0.422059,0.422059,0.3656,0.0003369
"Venezuela, RB","VE","2001",0.699562,0.338603,0.368909,0.368909,0.338603,0.0003451
"Venezuela, RB","VE","2002",0.659104,0.280664,0.310207,0.310207,0.280664,0.0003561
"Venezuela, RB","VE","2003",0.679643,0.330713,0.339228,0.339228,0.330713,0.0003595
"Venezuela, RB","VE","2004",0.628145,0.354794,0.360286,0.360286,0.354794,0.0003511
"Venezuela, RB","VE","2005",0.613464,0.366446,0.401896,0.401896,0.366446,0.0003445
"Venezuela, RB","VE","2006",0.6004535,0.340139,0.349906,0.349906,0.340139,0.0003405
"Venezuela, RB","VE","2007",0.586126,0.357416,0.365281,0.365281,0.357416,0.0003478
"Venezuela, RB","VE","2008",0.5714535,0.229518,0.259282,0.259282,0.229518,0.0003825
"Venezuela, RB","VE","2009",0.554967,0.116415,0.172811,0.172811,0.116415,0.0004292
"Venezuela, RB","VE","2010",0.5277915,0.0578158,0.0580198,0.0580198,0.0578158,0.0004777
"Venezuela, RB","VE","2011",0.484835,0.0603905,0.0636717,0.0636717,0.0603905,0.0004891
"Venezuela, RB","VE","2012",0.4632045,0.0163891,0.121265,0.121265,0.0163891,0.0004954
"Venezuela, RB","VE","2013",0.469608,-0.0269231,0.094996,0.094996,-0.0269231,0.0004719
