"country","iso2c","date","bid_ask_local_spread_bloomberg","bid_ask_usd_spread_bloomberg","bond_spread_local_US_10yr_bloomberg","bond_spread_usd_US_10yr_bloomberg","bond_spread_local_DE_10yr_bloomberg","bond_spread_usd_DE_10yr_bloomberg","bond_spread_local_JP_10yr_bloomberg","bond_spread_usd_JP_10yr_bloomberg","bond_spread_local_UK_10yr_bloomberg","bond_spread_usd_UK_10yr_bloomberg"
"China","CN","2009-06-19",0.012,,-64.0814,,-35.7851,,169.193,,-66.6224,
"China","CN","2009-06-26",0.0150000000000001,,-40.4655,,-25.5246,,173.147,,-55.1744,
"China","CN","2009-07-03",0.0150000000000001,,-29.2908,,-13.033,,187.943,,-51.9535,
"China","CN","2009-07-10",0.0139999999999998,,-4.9849,,-0.2872,,195.152,,-48.4016,
"China","CN","2009-07-17",0.0150000000000001,,-29.9084,,-5.2108,,202.311,,-46.4394,
"China","CN","2009-07-24",0.016,,-23.9502,,-5.5047,,203.926,,-54.0412,
"China","CN","2009-07-31",0.012,,0.9741,,19.2869,,207.416,,-30.7737,
"China","CN","2009-08-07",0.0150000000000001,,-36.1892,,-1.7788,,205.232,,-30.5066,
"China","CN","2009-08-14",0.0150000000000001,,-9.1594,,16.4279,,209.595,,-19.7759,
"China","CN","2009-08-21",0.012,,-7.998,,17.6973,,217.367,,-15.3663,
"China","CN","2009-08-28",0.012,,2.681,,22.6457,,216.111,,-7.9337,
"China","CN","2009-09-04",0.012,,-0.1616,,19.7629,,210.889,,-18.3829,
"China","CN","2009-09-11",0.012,,9.8634,,21.3717,,213.929,,-16.0652,
"China","CN","2009-09-18",0.012,,-2.4341,,6.6685,,209.459,,-29.8194,
"China","CN","2009-09-25",0.012,,15.8876,,22.446,,216.292,,-12.891,
"China","CN","2009-10-02",0.012,,26.6619,,36.655,,222.905,,5.0222,
"China","CN","2009-10-09",0.012,,13.8209,,31.7736,,223.214,,6.8884,
"China","CN","2009-10-16",0.016,,30.1108,,43.0441,,238.137,,11.7288,
"China","CN","2009-10-23",0.012,,18.9055,,33.495,,231.378,,0.7706,
"China","CN","2009-10-30",0.012,,28.521,,44.0844,,225.671,,5.2389,
"China","CN","2009-11-06",0.012,,19.7046,,33.3743,,224.389,,-18.7323,
"China","CN","2009-11-13",0.016,,28.2854,,32.3242,,235.931,,-9.0936,
"China","CN","2009-11-20",0.0150000000000001,,31.7344,,43.2332,,237.37,,4.8776,
"China","CN","2009-11-27",0.0149999999999997,,36.1792,,40.2629,,231.458,,2.514,
"China","CN","2009-12-04",0.0150000000000001,,9.9933,,33.8207,,228.087,,-13.2735,
"China","CN","2009-12-11",0.00999999999999979,,6.2009,,40.6239,,232.764,,-24.3239,
"China","CN","2009-12-18",0.00999999999999979,,8.3631,,48.6945,,238.82,,-15.203,
"China","CN","2009-12-25",0.00499999999999989,,-17.7351,,31.4185,,234.953,,-36.5474,
"China","CN","2010-01-01",0.0100000000000002,,-21.724,,23.4396,,232.666,,-39.3801,
"China","CN","2010-01-08",0.0149999999999997,,-20.1544,,24.7599,,226.71,,-43.0539,
"China","CN","2010-01-15",0.0150000000000001,,-0.7945,,40.8172,,234.033,,-26.7953,
"China","CN","2010-01-22",0.0149999999999997,,1.7013,,41.2816,,229.8,,-29.2992,
"China","CN","2010-01-29",0.012,,-2.2329,,37.0175,,224.089,,-34.5483,
"China","CN","2010-02-05",0.016,,-6.1831,,38.7396,,213.345,,-37.5793,
"China","CN","2010-02-12",0.012,,-26.4169,,24.0463,,209.74,,-60.9894,
"China","CN","2010-02-26",0.012,,-10.652,,40.8118,,220.393,,-52.2337,
"China","CN","2010-03-05",0.012,,-34.1549,,18.5809,,202.687,,-72.0903,
"China","CN","2010-03-12",0.012,,-27.2615,,26.51,,208.276,,-66.593,
"China","CN","2010-03-19",0.012,,-34.1149,,24.3295,,198.187,,-60.2781,
"China","CN","2010-03-26",0.0150000000000001,,-41.1665,,28.9039,,205.401,,-59.7575,
"China","CN","2010-04-02",0.0150000000000001,,-48.4766,,37.5798,,209.974,,-45.6165,
"China","CN","2010-04-09",0.0150000000000001,,-36.4072,,35.644,,213.229,,-52.2903,
"China","CN","2010-04-16",0.0150000000000001,,-29.5636,,38.6646,,212.077,,-51.2938,
"China","CN","2010-04-23",0.0149999999999997,,-41.9159,,33.2839,,207.396,,-64.9631,
"China","CN","2010-04-30",0.0140000000000002,,-32.5478,,31.4965,,204.156,,-52.0212,
"China","CN","2010-05-07",0.012,,-20.0154,,43.2479,,194.509,,-60.2352,
"China","CN","2010-05-14",0.012,,-21.812,,37.8667,,193.403,,-51.2115,
"China","CN","2010-05-21",0.012,,-8.2379,,49.273,,191.414,,-39.1153,
"China","CN","2010-05-28",0.0150000000000001,,-8.6246,,52.7481,,195.066,,-37.118,
"China","CN","2010-06-04",0.0149999999999997,,2.9954,,65.1819,,196.086,,-27.7559,
"China","CN","2010-06-11",0.0150000000000001,,5.2536,,72.4461,,205.383,,-17.2182,
"China","CN","2010-06-18",0.0149999999999997,,17.0421,,66.4401,,218.759,,-15.0253,
"China","CN","2010-06-25",0.0149999999999997,,25.82,,75.8173,,221.96,,-1.3009,
"China","CN","2010-07-02",0.0119999999999996,,25.9575,,65.719,,213.715,,-11.4244,
"China","CN","2010-07-09",0.012,,16.0647,,58.2536,,205.226,,-11.5951,
"China","CN","2010-07-16",0.0149999999999997,,24.6582,,56.5905,,207.667,,-16.018,
"China","CN","2010-07-23",0.0150000000000001,,23.0587,,52.2095,,215.355,,-20.8599,
"China","CN","2010-07-30",0.0150000000000001,,36.2111,,60.1609,,219.693,,-5.3601,
"China","CN","2010-08-06",0.012,,45.3149,,75.4732,,220.928,,4.9414,
"China","CN","2010-08-13",0.0100000000000002,,53.0694,,81.3291,,221.585,,8.385,
"China","CN","2010-08-20",0.0110000000000001,,60.3315,,94.6437,,228.254,,24.2228,
"China","CN","2010-08-27",0.012,,56.7987,,101.6228,,220.725,,31.5421,
"China","CN","2010-09-03",0.012,,52.0125,,86.7146,,207.375,,21.2515,
"China","CN","2010-09-10",0.012,,46.6854,,86.1898,,210.126,,13.7731,
"China","CN","2010-09-17",0.012,,58.8112,,90.2039,,225.295,,20.2321,
"China","CN","2010-09-24",0.0149999999999997,,70.7943,,97.4567,,230.953,,27.4253,
"China","CN","2010-10-01",0.0139999999999998,,77.9287,,100.6457,,232.76,,32.1681,
"China","CN","2010-10-08",0.0149999999999997,,91.765,,105.9589,,244.015,,44.749,
"China","CN","2010-10-15",0.0150000000000001,,82.9145,,102.1528,,250.742,,44.7797,
"China","CN","2010-10-22",0.0150000000000001,,107.2246,,115.5969,,273.399,,67.9193,
"China","CN","2010-10-29",0.016,,106.2153,,114.6981,,272.609,,58.918,
"China","CN","2010-11-05",0.016,,128.4949,,140.1612,,288.293,,84.1759,
"China","CN","2010-11-12",0.016,,113.3301,,141.2136,,292.107,,72.0427,
"China","CN","2010-11-19",0.016,,96.4131,,113.5863,,276.815,,45.281,
"China","CN","2010-11-26",0.0159999999999996,,112.869,,126.5016,,280.364,,65.1623,
