"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"1998",148.288,156.892,264.466,219.2,191.829,,139.151,149.634,179.34,248.24,196.108,132.558,198.768,118.93,,,,158.95

J.P. Morgan Emerging Markets Bond Index (EMBI+)

