"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2002",57.46,216.607,464.538,410.9,244.087,104.917,230.684,229.853,263.33,366.63,312.645,137.175,288.159,241.355,105.462,135.381,143.13,260.34

J.P. Morgan Emerging Markets Bond Index (EMBI+)

