"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2005",79.355,458.938,600.236,526.53,588.249,153.033,316.051,278.024,485.27,544.85,495.097,189.958,351.628,404.74,134.832,227.757,199.312,491.48

J.P. Morgan Emerging Markets Bond Index (EMBI+)

