"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2001",153.067,221.159,385.696,351.13,202.763,,202.191,214.067,231.43,331.38,268.203,109.375,261.907,163.208,,108.718,111.224,238.88

J.P. Morgan Emerging Markets Bond Index (EMBI+)

