"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2012",134.433,992.029,907.565,763.94,656.05,,569.811,,,1117.57,1011.287,425.322,,687.694,226.997,433.305,317.987,894.8

J.P. Morgan Emerging Markets Bond Index (EMBI+)

