"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2011",141.676,866.874,858.596,738.85,582.829,,500.964,,,966.26,835.822,366.643,,620.794,205.02,386.842,306.714,674.68

J.P. Morgan Emerging Markets Bond Index (EMBI+)

