"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2013",139.16,967.302,950.581,791.32,742.878,,561.404,,,1094.41,997.47,429.275,,711.422,225.667,448.758,352.596,1016.37

J.P. Morgan Emerging Markets Bond Index (EMBI+)

