"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2006",102.685,536.796,609.096,560.62,689.981,155.731,332.102,293.154,526.21,602.35,529.794,223.913,357.434,428.595,138.59,245.15,206.257,575.52

J.P. Morgan Emerging Markets Bond Index (EMBI+)

