"Year","Argentina","Brazil","Bulgaria","Colombia","Ecuador","Egypt, Arab Rep.","Mexico","Morocco","Nigeria","Panama","Peru","Philippines","Poland","Russian Federation","South Africa","Turkey","Ukraine","Venezuela, RB"
"2008",84.855,634.101,664.575,639.46,699.894,174.534,374.116,,,680.22,597.214,259.121,,465.057,147.818,273.741,203.712,492.46

J.P. Morgan Emerging Markets Bond Index (EMBI+)

